"","f","e","d","tau_q","tau_s","v_s"
"1",0.195010606123758,0.656226619744053,0.00215191000773134,0.00681366885161554,0.000112754359488738,0.0466095436677447
"2",0.18025971605757,0.670742907842619,0.00198172426423446,0.00439761090892383,0.00013172787868768,0.364265410158288
"3",0.0957440529160076,0.296380080098816,0.000335318225850931,0.0174577211907689,-0.00546217363116528,0.154721874197064
"4",0.249263612548923,0.59404355580319,0.00268362992338173,0.00546519131058049,0.000600466877582828,0.956005890645749
"5",0.125715339593175,0.541370432101855,0.000531804487555424,0.00151805290565994,9.18683899385837e-05,-0.148001050521892
"6",0.232313147071854,0.545735881518687,0.00197577573856245,0.00686718779644898,0.000403271757899417,0.5474049424701
"7",0.165769355256233,0.587421919264071,0.00149336822307508,0.00588460474815273,0.000150848813866649,0.501067407662228
"8",0.513015950540667,0.98440716749767,0.00269234122269573,0.0109337325192976,0.000330667173845375,0.433741937132266
"9",0.176238788577375,0.419853721899992,0.000701366489771464,0.00753070126286647,7.50610240640431e-05,-0.065302829808443
"10",0.191667408071752,0.321117048004034,0.00151590215157591,0.0166128780397811,0.000172044666499688,1.29250632937175
"11",0.181984132667218,0.456777913196614,0.000740477790191835,0.00666221630110894,0.000228226193045233,0.0586817490138892
"12",0.292727955755654,0.258684715451365,0.000466517294570583,-0.00352642363086097,-0.000113034197681465,0.114868034081256
"13",0.377736896917354,0.423040772080178,0.000734624717963647,0.00917157377261044,0.00037733213373354,0.277596325140916
"14",0.308164405318243,0.367536412609058,0.000167333428668126,0.00828953450876644,5.51711461633961e-05,-0.331629445339721
"15",0.417500212056761,0.510228318141023,0.000663524555981768,0.0141166614619123,0.000162919121737751,-0.0251092306939312
"16",-0.0765113931078457,-0.0208137840405829,-0.000385797350175677,0.000374331710071053,0.000173960369631322,0.0928210989710142
"17",0.355880195746819,0.37393777261006,0.000530584288850667,0.0134380697513156,0.000289618393005859,0.163195590481028
"18",0.344820849419524,0.348921094978553,0.000574456734972179,0.022747593469836,0.000122828220974429,0.300266021427101
"19",0.386252003703453,0.464587291104946,0.000810266772030286,0.00838141177012035,0.000438222739377211,0.340932045751662
"20",0.411608637106807,0.369018457652083,0.000544123541903018,-0.00411831702071341,0.000209638472856035,0.0545878039976812
"21",0.0624611122805676,0.106486264306854,0.000278378637251556,0.024514593438391,4.87242029584116e-05,0.604400414310586
"22",-0.0651690025258579,-0.0851889193791904,-0.000651058536635052,0.00757749882835422,-0.00068425530999883,-0.203808728832212
"23",0.172255374200918,0.287643857286471,0.00134067948409004,0.00685419298011438,0.000141310939035972,0.829272184786368
"24",0.0942935862142199,0.0471238964764769,-0.000399338422217047,-0.0123236335524438,-0.000587502383459701,-0.544261259323057
"25",0.395316869716048,0.648124656240259,0.00150945492464433,0.00813009607445151,-3.76931062786269e-05,0.246691554399281
"26",0.261611669875288,0.259795919581795,0.000394233446108566,0.00292010869371891,0.000308845359725388,0.180121667020899
"27",0.229428147140506,0.167552746765317,0.000260712331277978,-0.0681174479214333,-9.46632295393672e-05,-0.237727622802545
"28",0.182252392117199,0.210083797691053,0.000123806244366995,0.0118963381589341,0.000241262664615851,0.0216388530421158
"29",0.500296255353574,0.405368508418419,0.000638628595798887,-0.0141543488151502,0.000143968019177717,0.0659519280280427
