"f","e","d","tau_q","tau_s","v_s"
0.250158462354327,0.499756072897777,0.000168458213080824,0.00201382031682728,5.23481979968596e-06,0.102374998086577
0.371655178136541,0.468698388854347,0.00059070872760313,0.000881912257496453,7.08086353467136e-05,0.380447930996069
0.395022468168991,0.148771288984357,0.000110807094602799,0.00441325863150047,9.60897954228899e-05,0.779919419250537
0.842155165672768,0.503988784304955,0.000453732763391315,0.00815140477328815,8.08994166132211e-05,0.566307895641509
0.343521291808758,0.47665967864539,0.000193042897843162,0.000945002140020224,2.35342290092436e-05,0.235888942490128
-0.483864702513456,-0.0587706380606011,-3.66403161782128e-06,0.00789148400584264,6.33161438535832e-05,0.712256906158609
0.464227751611367,0.450451834128416,0.000501177997478524,0.00131094852432193,9.44401673499142e-05,0.434805278725752
0.233825603957528,0.555660895366559,0.000480599629264242,0.000731346285110042,1.8051008187592e-05,0.16267488025845
0.840356052258817,0.405066580491155,0.000258161662504598,0.0046869584720664,9.72487673759527e-05,0.503248075142689
0.403720898211247,0.558589508275838,0.000368701453467876,0.00185929335417498,2.71877828574708e-05,0.253183397250008
-0.367643768529022,-0.0382625931140582,5.56663597715791e-05,0.00894003496617345,3.21089144151187e-05,0.791304714917307
0.329692744836509,0.561935168481674,0.000258105432246057,0.00134120444907126,-6.77333883402905e-06,0.0939084062511039
0.825726901608329,0.400899944558793,0.000291226250395205,0.0069048696124973,8.88572507274143e-05,0.577887192633571
0.287365284194841,0.636516847140265,0.000533501459478369,0.00154095295252069,1.46944134633127e-05,0.146612613869872
0.341911405400568,0.154262036559256,0.000156342309880368,0.002998889359024,9.45641408202885e-05,0.719717636075226
0.722599843354148,0.499146860213772,0.000259963167164199,0.00412905113269909,4.89636373097024e-05,0.415007059739828
0.429079737236358,0.531409897096536,0.000612672267160016,0.00243776576699571,6.37026290075362e-05,0.423281867984078
-0.779821304508268,-0.132719462530378,-2.98767845386477e-05,0.00939652831722387,0.000185062295204282,0.62550078015816
0.862465386734965,0.494981902920499,0.000410571832057625,0.00759377070738819,0.000167571286979739,0.559903790988892
-0.307641283994222,-0.0511067743949375,6.69158772787525e-05,0.0062772480387456,0.000124742118019794,0.635359363738823
0.732463577739789,0.48894707481381,0.000309252452829376,0.00337274337025981,4.55462981204115e-05,0.407645585869309
0.381100033673131,0.292635014748702,0.000475284614208521,0.00127650349019581,0.000138789547637611,0.658696345718974
0.859880320367133,0.417504212435934,0.000303846657653201,0.00759005828019718,7.90409872249283e-05,0.580445209920686
-0.060916812814529,0.0144078749807154,0.000109869331402442,0.00893394999237885,0.000120971227761807,0.937794815676438
0.353906382673213,0.324198612570939,0.000508266019751915,0.0007497303730126,0.000105657200346433,0.60046408943345
0.389078148799096,0.179724600964475,0.000146870614389649,0.00190563921782914,7.78165841460434e-05,0.724786585038417
0.391114378360792,0.405312889020413,0.000688226137354695,0.00336039115577063,7.94165026769826e-05,0.635412853544009
0.253124762920547,0.143167998958344,0.000254227927262581,0.00602504909448086,0.000192327801733782,0.697347946163787
-0.179124336358428,-0.0159105340981023,5.64965820116799e-05,0.00621377333706117,3.27436552860726e-05,0.921612570107327
0.444560012518058,0.636978699916188,0.00034192305428923,0.00213025086456848,1.89062593352437e-05,0.187028050853496
0.226939298210636,0.525411703310549,0.000727981103975252,0.000509760741548222,3.1751615224896e-05,0.264436420851956
0.443524313263346,0.219720487585086,0.000211428924194,0.00607901952577884,6.93078898416384e-05,0.834212265013669
0.257076192075749,0.520895116203852,0.000329855292896771,0.00139531557734711,2.21836299322672e-05,0.228187448147334
-0.281790786696658,-0.0339151318319066,6.97700259419851e-05,0.00777163163971728,6.23503701426117e-05,0.768672192683842
0.452030446566153,0.612597791635409,0.000516678564021978,0.00233730187582262,2.83638310051869e-05,0.267696864717151
0.516811997795292,0.479945442086532,0.000760377962821881,0.00452585071001671,0.000136288958447667,0.591826071945792
0.543666140091402,0.32095713326204,0.000389592740262071,0.00603275454980219,0.000115015039441248,0.622852776119483
0.54269589837587,0.541617645462878,0.000689255759083389,0.00348037237120815,0.00014735055453085,0.471264681252044
0.363514734596208,0.670913475129353,0.0011846475832134,0.00306436815601081,3.80934350717299e-05,0.354843648964154
0.483958770098726,0.458475874173651,0.0005528357384167,0.00161055354764835,8.9046501703423e-05,0.436620775737348
0.654128283037981,0.546057915838822,0.000629413068919493,0.00703804819177133,6.75133146587973e-05,0.571321886926053
0.106383236871517,0.31945339723666,9.36590931725442e-05,0.000237428108916439,-2.00491107043016e-05,0.0556227893461175
0.463111069087048,0.446851825516951,0.00049962161166476,0.00301722416888459,5.70094106625511e-05,0.523775700847463
0.425452768828023,0.39684147100443,0.00029642590602152,0.000147721898203936,8.18404230468782e-05,0.379110234375719
-0.0900545291645155,0.0157775126380156,0.00010050532342958,0.00343329290389999,7.02184846356207e-05,0.856574655466793
-0.23782416135747,-0.04066588202024,5.42638178795329e-05,0.00546000895282832,0.000104620291176829,1.0121033423998
0.121991326800953,0.407223555091223,0.000143830876721949,0.00100147823366244,-5.06437947153403e-06,0.0586493720130599
0.454953377008973,0.261086175039372,0.000146533801589801,0.000184403540054446,7.4170764805295e-05,0.508363820008251
0.418231435869548,0.458903559838537,0.000445994868939715,0.000273564250613971,0.000127499981683896,0.34428164694877
0.561334414378957,0.309678756743828,0.000316388478250215,0.00418121367682379,9.0945771743823e-05,0.652050843421333
0.096073668118706,0.371857076594275,0.000142653600033202,0.00044265905226469,7.04991037746483e-06,0.0796655385933531
0.478113926827067,0.700661688485806,0.00069488787100267,0.00394483537893909,2.67084115925813e-05,0.287071305184334
0.0706855118782775,0.29404506622855,6.98054503038391e-05,1.41839238765075e-05,4.67944905031557e-06,0.0736098411696549
0.142877320843406,0.40424278390422,0.000177860069516373,0.000441997581386627,-1.24432891764092e-05,0.0704523417493133
