"","f","e","d","tau_q","tau_s","v_s","y"
"1",1.19867347087711,1.00759848081041,536.589204415213,2.31925578974187,122.08320244099,0.267131332308054,1.09763658229355
"2",1.05653050588444,1.00138995754067,287.573949084617,9.6661488134414,70.197107604472,0.498984507564455,0.825929047947339
"3",0.640139957657084,1.00258880703244,485.614068270661,4.52891275659204,119.575179392705,0.463551222998649,0.515564220002001
"4",0.785723306238651,0.998525009807199,390.324550587684,4.96210783533752,85.9985118010081,0.212960473448038,0.67446742506838
"5",1.05536900996231,0.997730151368305,517.908133403398,3.25386289134622,113.430232474348,0.513498627394438,0.992065461458295
"6",0.52513115038164,1.00986521162558,202.790188405197,7.998276732862,100.296406792477,0.263666674122214,0.69925068256457
"7",0.966230554971844,1.00813685993664,327.201596589293,6.1660114210099,52.8515584173147,0.504834761377424,0.783662615567098
"8",1.36101068509743,0.998901724913158,309.899698651861,9.28498018160462,159.364815065637,0.411803009267896,1.04353164212349
"9",0.752501178765669,0.999637294807471,499.573453550693,7.22399542666972,64.5453801273834,0.30085364440456,0.666882809052374
"10",1.08080633729696,0.997620150521398,419.082442554645,6.41849732026458,181.146005106857,0.34545273790136,0.935503884239509
"11",0.505933256819844,0.998299280032516,293.675367406104,6.31871180422604,149.504019273445,0.278655647300184,0.621582107691875
"12",1.19186593987979,1.00602347368374,500.869200495072,6.97064997069538,40.0349185767118,0.208500908967108,1.08128387812166
"13",0.731125046964735,1.00107233562972,460.38716690382,5.98127218708396,84.638386311708,0.253573491610587,0.630575433966248
"14",1.34853246225975,1.00055184791796,332.038666668814,6.66575985401869,197.219995418563,0.250123606715351,1.03763418293156
"15",0.653835240751505,0.995189288095571,391.300646413583,8.03577198833227,123.901262757136,0.449834434315562,0.540287995129296
"16",0.856809314806014,1.00302067463752,529.131112445612,4.52194481901824,130.007813677657,0.325528085697442,0.777552116478159
"17",1.04520450416021,1.00045512094628,306.92974512931,4.51919330842793,71.5923125483096,0.444722886290401,0.793955975957787
"18",0.50119761377573,1.00570205637254,235.959590238053,7.09989850223064,30.7606535335071,0.246394718810916,0.807632883654506
"19",0.817824489902705,1.0064824195765,430.433243792504,2.02805198915303,28.2033140631393,0.370348224416375,0.725853905842014
"20",0.51728935376741,0.993182230629027,487.344587221742,9.73584174364805,52.1134000399616,0.265252522565424,0.567491480952182
"21",0.841558025917038,1.00161383506842,481.405192182865,8.95995480567217,173.201009428594,0.240305917430669,0.761177148440946
"22",0.843438799958676,0.991156442505307,244.339327642228,7.89941900968552,68.4591450158041,0.529816784523427,0.65517887591319
"23",0.732562693301588,1.00896006969269,457.735018164385,5.63392541743815,100.224983111257,0.225754444207996,0.637513758377952
"24",0.561368827708066,1.00342305454426,346.688915241975,3.44995955564082,82.6729512028396,0.415919947065413,0.521987437045997
"25",0.912376251770183,0.995529429521412,246.831936854869,8.15589414536953,88.1933503795881,0.550315014179796,0.682398716700306
"26",0.685512177180499,1.00318389419001,400.188343785703,6.97448556311429,176.9005535834,0.508510610181838,0.574853954494033
"27",0.910672063706443,0.997576493467204,219.344033102971,7.64387497864664,137.674665014492,0.394043497834355,0.663489610517876
"28",0.640080855693668,1.00409977704752,291.934896318708,8.28961223363876,43.8450388272759,0.333211812283844,0.64011614198615
"29",0.505434516817331,1.00818597213831,345.423979207408,5.54969285987318,196.77704768721,0.418306037504226,0.510231689835929
"30",1.10173881566152,1.0016709162388,471.690114994999,6.07315868511796,193.409567277413,0.233236589562148,0.986354174558054
"31",1.41101012728177,0.992276385934092,238.945974165108,7.97345712035894,110.001605760772,0.524853658489883,0.956689661419019
"32",0.675362783949822,1.00084167821333,366.346003196668,4.20765284448862,199.957875588443,0.41662419596687,0.524804933839101
"33",1.23118741321377,0.991588701275177,376.419218920637,2.79386697150767,185.598491297569,0.472441528830677,1.00032986469431
"34",0.516157209640369,0.995182941327803,385.58967851568,6.92876635491848,110.144864907488,0.301479027420282,0.555516363236762
"35",1.08611571625806,1.00480699877255,372.421049978584,7.4844495523721,163.795755160972,0.26959276413545,0.903665817219357
"36",0.925818428397179,1.00564022600185,254.830261075404,4.38889873586595,46.7112479917705,0.410925280023366,0.728899646630786
"37",0.710490977624431,0.996826369594783,307.894170342479,9.18431100621819,71.5726227127016,0.247212153673172,0.64274702516605
"38",0.977200108347461,0.998606591480784,305.61479277676,4.0872141495347,28.2416712946724,0.426142772193998,0.78456509457225
"39",1.25482327491045,0.993274632021785,216.252191539388,9.49684162810445,151.624899113085,0.221822928730398,0.854004972573306
"40",0.946829279884696,0.999823135631159,309.684643812943,9.26418397761881,64.0691594080999,0.446689255256206,0.76661266417774
"41",0.871201802045107,0.993538065026514,313.811351172626,4.54613574035466,119.529191746842,0.25848874906078,0.697860591411347
"42",1.37477840459906,0.99360412274953,510.90291000437,8.56027838401496,30.8941376279108,0.475326623674482,1.20118299225849
"43",0.934597307350487,1.00572049773298,316.620141628664,5.07622734829783,162.939060846111,0.419262568373233,0.723489017044508
"44",0.940136776538566,0.994059506105259,401.132370973937,8.20978900976479,59.6301226690412,0.585067359544337,0.829216873780367
"45",0.581956833368167,0.994907609438524,216.925708553754,8.85787664726377,153.161439748947,0.449738632328808,0.536723064766173
"46",0.534619303420186,1.00249604186043,331.906151585281,3.44835368730128,95.9964638040401,0.498658174742013,0.480514931885541
"47",1.42865198175423,0.999667764040642,453.62452151021,4.3504229336977,79.7569300536998,0.262506884243339,1.1779872294448
"48",0.794566297205165,0.996744037964381,465.479700139258,9.00481428392231,146.846261598403,0.584035096131265,0.756453248428557
"49",1.01922428747639,0.994320908566006,351.863691443577,7.65647344663739,27.5034078175668,0.572972063347697,0.850576799028869
"50",0.736396424937993,1.0059369955631,347.705056099221,7.28506563417614,114.444174325326,0.379139873664826,0.598934030509162
"51",1.4718098086305,1.00336042258423,382.7517837286,5.24944496899843,138.556494452059,0.459743228834122,1.18545203680752
"52",1.1325115012005,1.0062306894362,337.310516333673,4.65891713835299,163.016499334481,0.210181286558509,0.895756344593365
"53",1.45826916582882,0.995056879711337,453.747277101502,3.97644597664475,125.775276286295,0.596095579210669,1.23664992971275
"54",1.3863539788872,0.991351318410598,425.948098825756,9.3578339908272,39.9161673570052,0.394285881426185,1.14897031841303
"55",1.02318376372568,1.00347243514843,507.000475388486,6.1855099927634,68.1954939302523,0.513257373217493,0.972512957853396
"56",1.21591563429683,0.993170821568929,308.074133074842,8.60003593936563,130.595856484724,0.379163175914437,0.930425943600624
"57",1.24064273294061,0.995836641206406,233.370605367236,5.51585795171559,148.506944812834,0.382956519443542,0.829829982817716
"58",0.545896323863417,0.99003305693157,541.293601726647,8.5282657109201,91.651919237338,0.470421439781785,0.506191898669447
"59",1.45779291377403,1.00936679867562,546.513880556449,4.70695429854095,90.4338823247235,0.533737922180444,1.30434111091441
"60",0.701136683113873,1.00982342928182,514.814437599853,3.29844024591148,93.1735771452077,0.385543433390558,0.585810758164043
"61",0.798414198216051,1.00312373465858,287.570956582204,4.23008618690073,189.398186772596,0.457230850774795,0.589387557622916
"62",1.39557266817428,0.99899763346184,438.408028276172,2.8356395997107,173.861265112646,0.493178610410541,1.18061838444217
"63",1.06607577204704,0.990622370527126,387.490167154465,8.06834661774337,118.543278147699,0.475899975467473,0.911981929112262
"64",0.955507984617725,0.999143643709831,238.817980512977,5.87402193062007,38.6740731110331,0.291039653867483,0.791425382355879
"65",0.899468305287883,1.00830847014673,447.655998996925,9.70026677846909,78.8444338005502,0.562125542201102,0.847829335570116
"66",0.583005030406639,0.995226531927474,436.350307846442,4.34733179025352,102.148443188053,0.246371116489172,0.569731945768227
"67",1.13035071035847,0.999405301874503,311.05976117542,4.77422679401934,181.778036596952,0.575788585934788,0.892688276847488
"68",0.965094989864156,0.995301272063516,349.664440122433,3.76776630431414,97.0779275940731,0.413314732257277,0.754536929391925
"69",1.0723784591537,1.00180193528999,504.324032226577,2.94372214749455,17.2816154384054,0.41090962793678,0.958370564721479
"70",1.16223169327714,0.992829824290238,410.619748081081,2.21296369843185,137.167656873353,0.369290731009096,0.963019266863797
"71",1.37790826614946,1.00835062682163,330.751785915345,3.46739770099521,94.9896645150147,0.411928289663047,1.05580228681769
"72",0.878936987137422,1.00500624890905,389.364777109586,9.76960449106991,72.1286433911882,0.565280705969781,0.784024970387347
"73",1.22357431263663,1.00315126700792,346.077024447732,6.62626422569156,163.312757876702,0.473049930389971,1.00091755484935
"74",1.3578579435125,1.0082655511098,299.28426083643,7.58114203065634,181.287046864163,0.347811899147928,1.02414180965638
"75",0.686255502980202,1.00989573899191,547.232937277295,6.05016001313925,110.286474160384,0.310016733314842,0.597121527933915
"76",1.13269812217914,0.999032620987855,463.451164308935,4.04086095280945,96.8048579338938,0.368786209542304,0.999260308126982
"77",1.21811582450755,0.995986557733267,381.240561371669,3.11744015105069,108.607111575548,0.574180224444717,1.01552444338366
"78",1.04180660401471,1.00021510778461,327.681697893422,9.56949543207884,16.8388108408544,0.350863367784768,0.867470701669032
"79",0.704712598351762,1.00275467240717,434.647648781538,6.71684246696532,151.41032642452,0.524976461473852,0.607341233447099
"80",1.39998898864724,1.00388592698146,395.188501931261,5.35449401475489,102.571280512493,0.315812152717262,1.13690741604606
"81",0.623584329150617,1.00365327868611,205.720070330426,5.68158435076475,33.1626494962256,0.26047946261242,0.806305961678331
