"","f","e","d","tau_q","tau_s","v_s"
"1",0.359757950823776,0.696837680685468,0.00024601996152753,0.00177470390761765,2.79626241596763e-05,0.136336961320996
"2",0.46272290648213,0.50969829767173,0.000808703256364603,0.00073554221442827,0.000137505938723957,0.388127315903025
"3",0.383234098222467,0.179783059757543,0.000118851441061004,0.0033640671517861,0.000166338576518295,0.723314151012174
"4",0.777061190235328,0.524086535556544,0.000439869260348372,0.00507692518177905,0.000144930417256208,0.401260885543853
"5",0.46376985956177,0.572592074056761,0.000285659348535493,0.000832103877854127,6.67460062198136e-05,0.276975620260288
"6",-0.709366904362992,-0.16370254791631,-0.000234765688478397,0.00407898897193367,9.76830898775418e-05,0.399779395761385
"7",0.548999453498711,0.505441136463375,0.000674412650437533,0.00110354757077043,0.000162283249055703,0.426948427261709
"8",0.320876567605046,0.593406957218139,0.000709260227322551,0.000619167304720932,4.96993340909512e-05,0.209690626376936
"9",0.853952695404644,0.482663476107737,0.000293261891574485,0.00338847283560888,0.000165846262285169,0.425243440527034
"10",0.484428616042154,0.600921962506825,0.000475636181199356,0.00141980787442614,5.90561688420912e-05,0.276339820328966
"11",-0.57429723147609,-0.0984424264845701,-7.28674455641326e-05,0.00495381584952837,5.99345485721247e-05,0.530296619651
"12",0.44487895994204,0.765244805510685,0.000353631127529437,0.00117573709496918,2.80979180191208e-05,0.104369162958038
"13",0.800263670862914,0.451988971755072,0.000298447960608632,0.00464561359216628,0.00015782199631096,0.457796312781765
"14",0.348143140267619,0.658612910896731,0.000680810596102384,0.00118748301666463,3.71215415338911e-05,0.177983601152538
"15",0.303621077049216,0.172264708144432,0.0001522225862708,0.00213730406386285,0.000162066871584214,0.681278951255738
"16",0.767017451393887,0.558607713483232,0.000314355692881761,0.00300757433239928,9.66474462927971e-05,0.38313831358611
"17",0.520368346895156,0.564456235185739,0.000810540404258597,0.00197241906931816,0.000126635016783137,0.401301327267888
"18",-1.13015916638562,-0.271372373208174,-0.000280914173353506,0.00517959411862197,0.000134059799437582,0.226990368388934
"19",0.891654989916358,0.573897927115901,0.000469224683835061,0.00642502433787774,0.00020462281521292,0.451828906044737
"20",-0.596629238663378,-0.102566241664966,-1.73241103989195e-06,0.00421276176636096,0.00018211896566595,0.453500242614817
"21",0.738540082151046,0.529393065611416,0.000348518885154356,0.00223041675602143,8.49833539622968e-05,0.372395614033446
"22",0.338481450451546,0.30133727028778,0.000510106215684071,0.00102233026804707,0.00022867408245619,0.649499636767593
"23",0.814680320181281,0.460420665944407,0.000302138479927076,0.00486930329384565,0.000142592423280892,0.44680235501855
"24",-0.240371261055221,-0.0214967434049865,3.77842286002538e-05,0.00699866555176556,0.000199696134844173,0.777895785397889
"25",0.340060097553605,0.340799005861894,0.000582312180384037,0.000602368535995874,0.000187491893671059,0.611987494624009
"26",0.376218318709771,0.204835691822651,0.000160762290452063,0.00133931829117475,0.000129066558547542,0.7091679275633
"27",0.338911859937411,0.391037774589032,0.000663195970843628,0.00227411226355058,0.000142521690278106,0.569225243326248
"28",0.110815609907366,0.108366789996531,0.00015631522963756,0.00445871351738688,0.000259843741723088,0.53433884251558
"29",-0.284248051088551,-0.0337776308977379,3.31801379997619e-06,0.00413610502984793,6.21043721983828e-05,0.780411727585423
"30",0.513637465599329,0.667627788584627,0.000411676264476079,0.00161732373523341,4.30262438163725e-05,0.208695251853235
"31",0.317065856525557,0.570886954676838,0.00105888825930552,0.000431349178592322,8.22946911977366e-05,0.302837044635647
"32",0.397722127886911,0.232190429406735,0.00019770340030296,0.00417099784864053,0.000114502460009742,0.747483708103468
"33",0.347377873528859,0.571226671820322,0.000485240171182886,0.00117353019364086,5.28894197864489e-05,0.275636601632384
"34",-0.510170614461443,-0.0793027144370099,-1.5168626195255e-05,0.00488682727611072,0.000110591347950654,0.571453996249554
"35",0.521103105038271,0.625053172743718,0.000635152979370772,0.0016806521095232,6.22130553997067e-05,0.26639620439676
"36",0.515285722577843,0.499199851167943,0.000843670084276437,0.00361788603832638,0.000203103226730147,0.502713250365548
"37",0.461297312390809,0.312766554486957,0.000318411970258938,0.00393114778026574,0.000188598096938421,0.447138458181238
"38",0.615455617187349,0.582252618648355,0.000851036889468432,0.00293898416710665,0.000176381662325393,0.405964908639819
"39",0.404151091980683,0.620717655379945,0.00131915263126624,0.0018967797808357,7.98361735028373e-05,0.288741784971341
"40",0.538424696094771,0.501848807219403,0.000699072616885513,0.00129829610552689,0.000157655193766955,0.418323182300852
"41",0.596860978024057,0.529466121225197,0.000627972014342345,0.00437365028315379,0.000126282014563355,0.430797733849473
"42",0.236313480639625,0.648233206343248,0.000214568092166953,0.000271023188015571,2.32891048105351e-05,0.090260845478591
"43",0.479883101629007,0.454126856058353,0.000590869591623635,0.00219678365971387,0.000107654637700773,0.501538295231607
"44",0.5414558157836,0.472754791118893,0.000442278009104205,0.00012693249625823,0.000154463710150689,0.401963888533585
"45",-0.191629668905332,-0.0205554351426166,-1.8685491249658e-05,0.00221095089852435,0.00011311374711511,0.751838104205486
"46",-0.386214459180408,-0.0745410682157446,-8.36304041829243e-06,0.0043247559342673,0.000172019355420945,0.877428653620285
"47",0.244319076380384,0.710578501968856,0.000294201347389144,0.000951866268333499,1.36987340920348e-05,0.0865321121978939
"48",0.480300532274647,0.311675080353085,0.000200039962992151,0.000140669634668976,0.000131606211341079,0.540977575783439
"49",0.541203493389222,0.535470645883625,0.000642488646999125,0.000245741332042093,0.000176407603802853,0.349226416728364
"50",0.514108354095693,0.33324806450378,0.000326776650793844,0.00288254107880893,0.000160308103730696,0.585436973435282
"51",0.193895127482234,0.588847800891893,0.000325484551350627,0.000454996167720744,2.77698439234638e-05,0.137161941405066
"52",0.527351734318067,0.669595655217662,0.000790764852270452,0.00256441304695892,5.93140629648064e-05,0.254596132640161
"53",0.15693716768377,0.51737029687669,0.000180271098035886,1.56467220130769e-05,2.4409069070719e-05,0.139463632464543
"54",0.268164489687626,0.708237596720201,0.000352054711389071,0.000477675803667494,2.82774763317778e-05,0.103973584943187
"55",0.541263609967595,0.584453355933329,0.000337352879574708,0.000566364986648138,8.42628175599916e-05,0.258740454932025
"56",0.424715091592063,0.617731333077815,0.000815344663153713,0.00108644671036038,7.09390431095956e-05,0.272464443272062
