"f","e","d","tau_q","tau_s","v_s"
0.356558779118897,0.602543363313204,0.000371848650256535,0.0114191343046548,2.42269274078617e-05,0.460825844052226
0.299440397324769,0.378342832938092,0.000524078360352674,0.00225059526567801,0.000112684909740859,0.658040716834355
0.547867905027266,0.210001337485671,0.000134993868771802,0.00799716527909758,0.000104928671581364,1.0991402482119
0.824431073033305,0.525206922673549,0.000473923729431793,0.0184716614065602,9.76678113421618e-05,0.889558346793495
0.282223486319197,0.394336419281499,0.000201309022769956,0.00337695906154788,5.08712136287658e-05,0.622934896356032
0.071543937216919,0.0938522366214324,0.000201901045724917,0.0153531708297194,9.14652531461447e-05,1.0643976390832
0.394572100358689,0.392383194989182,0.000462485300815655,0.00343450265048859,0.000145398769408503,0.766287938124393
0.182736856954017,0.484148166257119,0.00047486602139047,0.00309497821018433,3.86361262414922e-05,0.486547271437142
0.818611755116392,0.420402135547296,0.000277630712684705,0.00975623600942305,0.000119529923186063,0.754866066809515
0.34208375749515,0.481804085770613,0.000398816111534477,0.00617902906610926,4.03734004548104e-05,0.570118560598394
0.165979297634623,0.106142750200624,0.000162172234359618,0.0173727849247022,6.10986172746276e-05,1.16264703321428
0.366537620426324,0.593799013571278,0.000408323104187211,0.00654737568914886,4.8188579514007e-05,0.346959725448892
0.827301327642274,0.428788535854869,0.000321955803580709,0.0142387664197119,0.000102646506298654,0.858494381643848
0.237383207058032,0.604890079427908,0.000585941462290813,0.00738476962111197,2.85376805510514e-05,0.482503349763984
0.488729277478385,0.211650475035289,0.000167803947867437,0.00544817911413254,0.000103931501734702,0.969080190701099
0.718998331376316,0.501219202524132,0.000297810729705714,0.0108277524088278,6.40938621599791e-05,0.744006486630491
0.361397267394925,0.446732054066263,0.000585553693108998,0.00696330615381671,0.000103363451690624,0.808862595248379
-0.0849916343945696,0.0508704853460942,0.000177572033903719,0.0186147787657919,0.000239089668055804,1.00378899356394
0.827594902232192,0.510104650511116,0.000440836425743691,0.0184953746284222,0.000219627251100621,0.994617733146725
0.245624530929731,0.0829697866403921,0.000109095592234525,0.0110871431716617,0.000148093040325894,0.857502359623608
0.718769149369592,0.492856730726498,0.000332294336784085,0.00799741149484378,5.39944625104044e-05,0.646734640757231
0.367852206503436,0.311522917007066,0.000412199163059369,0.00261452021933782,0.000171315987791234,0.944457166695682
0.859334619660304,0.446245749219738,0.000339270865344772,0.0159580329583492,9.01521213206906e-05,0.87008025432539
0.310194065757902,0.131502021183233,0.000170254154888659,0.0160361341346681,0.000139448954055993,1.34556990780046
0.309313927385668,0.314191084426161,0.000432750658168407,0.00165651784350927,0.000134228499144558,0.896002023495445
0.493656711272565,0.218143946254192,0.00014635571483812,0.00358868154236235,8.55782109037597e-05,1.00411978562288
0.349256452232138,0.403382150117308,0.000607925022073057,0.0074997676956655,9.18916509520833e-05,0.938527912570037
0.456404873659032,0.232943418938226,0.000292225717888026,0.0107126477528639,0.000213106134121097,0.938653562430943
