"","f","e","d","tau_q","tau_s","v_s"
"1",0.373163768055982,1.56289382629123,0.000466208954119562,0.00207621810862734,5.01522827772039e-05,0.264026931436193
"2",0.503238498691704,0.710687157890324,0.00100770829350057,0.00118279074317088,0.000145435094422192,0.381228193113843
"3",0.183410016704087,0.44929122973886,0.00141911511008385,0.0046357879199679,0.000218925556867631,0.709223134200555
"4",0.423037276355117,0.610405019131807,0.00104393381852556,0.00279540157698857,0.000148701725719247,0.679183428145445
"5",0.27278269195203,0.571888562206995,0.000422607343352201,-0.00585646124898885,8.43365264808979e-06,-0.401030550988989
"6",0.755985637318291,1.01680004469758,0.000637055707312727,0.00331107190566827,1.27411200595497e-06,-0.000226121565915834
"7",0.168778098140477,0.505624500899236,0.00154603575763063,-0.0529503289877637,0.000166058304837103,0.292177026120424
"8",-0.0498978054416317,-0.0529494504076836,-0.000249096428822988,-0.205394542861268,6.03787355130102e-05,-0.871681861492898
"9",0.328746841036909,0.581631535361181,0.00132610004091954,0.00251040053176862,0.000204344200891834,0.805321313833864
"10",0.572906917826044,1.09188547654319,0.000613156106347223,0.00485595843554075,9.40831590849737e-05,0.452562212802963
"11",0.490375049273891,0.580848797144129,0.000921623395399729,0.00642382705884919,-0.000538864035175617,0.144155230082117
"12",0.199157443619897,1.26814349088592,0.000369481362847279,0.00323109790032576,8.33310850655084e-05,0.485057655583084
"13",0.331339680313163,0.681287360219105,0.00107710966193213,-0.0138418428940116,0.000133991842323499,0.109686122070806
"14",-1.24220023264046,-0.463261349174321,-0.000719809779798165,-0.299558968561966,2.46638012900085e-05,-1.60847522501068
"15",0.718158214289238,0.922088295093505,0.000771672853634926,0.00636399508670783,0.000138167665687916,0.51298174773197
"16",0.308401911298852,1.65333839846686,0.000418027718672613,0.00318639903363744,1.23475120714261e-05,0.126243040025112
"17",0.594660786883487,0.52318730486616,-0.000127133048536074,-0.00834609306068147,1.4371377410791e-05,-0.419282060403894
"18",0.506645812012365,0.448327009086648,-0.000279584364777324,-0.0135049195708393,2.24838490743858e-05,-0.457317939960942
"19",0.35085603861765,0.727287797036354,0.000550312015525602,-0.00325708346943287,7.68076070867048e-06,-0.229735168666193
"20",0.806368709337495,0.30310489689678,0.000189066723170791,0.0013823614696668,0.000406149989687049,0.789472292183682
"21",0.527561390172395,0.62990258042754,0.00058691240313602,0.00291394091089732,0.000124230331491051,0.210303867758724
"22",0.125568841307312,0.347303691544294,-7.70896251275005e-05,-0.038812260962166,0.000100056702577932,-0.895779777489544
"23",0.0457807823859449,0.0762432117841736,-0.00032043709507892,0.00244313675965925,0.000120284839052988,0.119334847444762
"24",0.356269324436493,1.5120066234129,0.000366406778704369,0.00379332552016929,5.42105363411393e-05,0.302200581661275
"25",0.242983909013455,-0.0655037243374863,-0.00169441728696383,-0.0455302848107492,9.71605649897383e-07,-1.17192980253564
"26",0.198521243860446,1.23528891625219,0.000333160149698193,0.0026524840101953,8.32671652992443e-05,0.467912815147332
"27",0.360980599361574,0.996102451026064,0.000860769330944071,0.00180653141341924,0.000103840601992632,0.469311499648844
"28",0.348654677119164,0.271587961865127,0.000456178391960678,0.00126796850801551,0.000237535689253425,1.25450606277278
"29",0.126621519474022,0.456586735327299,0.00198220742352481,0.00802987880627339,0.000224674681337889,1.07245107502621
"30",0.905242342271826,0.588216026197044,2.15384998730292e-06,-0.00312513979123414,7.00095931583758e-07,-0.266169046359206
"31",0.598237709641768,0.681871603983891,0.000887670621473221,0.00344008959079167,0.000199939483590607,0.655309846367998
