"f","e","d","tau_q","tau_s","v_s"
0.00216433559932784,0.152252655853331,-6.88696360207003e-05,0.000211980369762755,4.26360891022938e-07,0.00996989231699307
0.244575618057139,0.216027128432697,0.000280080454363876,0.000199374707217376,1.11462590550505e-05,0.0748614348406317
0.46667377605382,0.117691589215751,5.75664719025678e-05,0.00290526228467778,5.00065268344061e-05,0.512139848198177
0.930148603882545,0.357107504866177,0.000284642685591261,0.00423367187333994,3.23916415924158e-05,0.276177086326306
0.0662193496610707,0.0920336751737783,4.75517720402637e-07,8.00341063253825e-05,1.06302661114578e-06,0.0194142309666296
-0.668631740122418,-0.11401122488763,-0.000107498567191487,0.00515546333395025,6.83273472501044e-06,0.442921987119388
0.332330136548348,0.229979009457235,0.000254093069106203,0.000385192512801888,2.20598084236694e-05,0.113177296029301
0.0192031887031677,0.0536675537626194,1.28419757358309e-05,3.88715409062267e-05,3.65284052993384e-07,0.00282972090248449
0.91550869370831,0.295149455031762,0.000150060986482907,0.00250533614485924,4.24004024961964e-05,0.261274080559772
0.110334120713272,0.129902516589716,4.98948609375991e-05,0.000187409611636541,1.61462801456982e-06,0.0189886928433058
-0.632135929805186,-0.101732447519688,-1.9117750238615e-05,0.00581628148017656,-8.79093187104679e-06,0.492019509659069
0.0200949969969222,0.125498495692201,-4.05939757968593e-05,0.000143696705326564,-1.55494173087856e-06,0.00561875102088708
0.94781513435055,0.29549458287217,0.000169814005384546,0.00391999036400514,4.04749568598596e-05,0.318957520445305
0.022548360508924,0.0636008797984519,1.34333937614511e-05,7.90866261358507e-05,4.31999297431188e-07,0.00259932815956501
0.456282752568018,0.124565852143218,8.04216395006289e-05,0.00197969380568692,4.98036048496418e-05,0.459296825289099
0.633346288244552,0.268989349097553,0.00013179665992516,0.00148505520577265,1.15433533561303e-05,0.137383567085789
0.280202298435753,0.237562992944577,0.000286973772343288,0.000537152941167538,9.29544427576642e-06,0.082437654462947
-1.12566471313174,-0.191448020363,-0.000111580541632518,0.00565195645040483,3.58643090213913e-05,0.360391526492769
0.850755380658086,0.3269420032367,0.000245460007222426,0.00356978554648347,6.8660456207178e-05,0.242778617528063
-0.65035876748793,-0.114665457744815,2.56235512154411e-05,0.00433275829494606,2.47438767384091e-05,0.407578069691464
0.694334086727643,0.288884564816946,0.000167830052700016,0.00136638765379883,1.26047954014642e-05,0.149225386515412
0.455132743197556,0.242491275839761,0.000356617897120009,0.000636224628528093,5.85094919758279e-05,0.300340204975355
0.977824891362415,0.302557827270459,0.000177226624791175,0.0043095759658741,3.53720805412098e-05,0.318557220163965
-0.168402954409828,-0.0269557544591664,3.81887423243284e-05,0.00606959883139564,5.22810812023464e-05,0.64041513893055
0.35960309311039,0.236788100363162,0.000361429083172775,0.000326757176867481,3.47369936970058e-05,0.229924247739996
0.491623242989976,0.141905048109683,7.90851657119469e-05,0.00119239540462129,3.99480361277299e-05,0.437772456339838
0.425562532803718,0.30622467910877,0.000515192631417155,0.00157425291847955,2.67042535297985e-05,0.259908014040396
0.382869062554118,0.113610983938148,0.000139862329168171,0.00400478711299166,0.000106517148500757,0.453626441851083
-0.386275389996355,-0.0615912879999368,4.99306659473472e-06,0.00429381466091472,-1.6397463941675e-06,0.619102968432315
0.0609851552505724,0.107414698817645,5.14934761459441e-07,0.000195881834559648,1.10840919772188e-06,0.0115299188733094
0.028260646263647,0.0658326171700931,5.98992541286206e-05,3.11217559655621e-05,1.45310846683849e-07,0.00839044389342933
0.568831062014737,0.168186948724305,0.00011792596422305,0.00384006691519465,3.66550760565509e-05,0.51369117356231
0.0296118870493876,0.069184746856799,8.66853382661784e-06,7.64039625208257e-05,8.06145011828958e-07,0.00953972049299733
-0.553506978790601,-0.0929730015687174,1.46587364458224e-05,0.00525970785965888,7.54829462798401e-06,0.498196881419347
0.154313807821462,0.162156171008673,0.000108942186692299,0.00026571338779708,1.66386321381912e-06,0.0226708707398063
0.491468868309328,0.327684111530651,0.000508207976023361,0.00190820456259112,4.71099635674836e-05,0.21876960838899
0.73479193372191,0.25541079542567,0.000248751394543604,0.00362545908369169,5.94780374280381e-05,0.365101679131797
0.408714516042836,0.292113344778067,0.000371313561775115,0.00108266478320803,4.15871029266285e-05,0.130659529464234
0.209620565098777,0.264591482196866,0.000531133594569942,0.000509329800551055,3.23373189326327e-06,0.0472632214920514
0.38799314053678,0.265611122125449,0.00031111309113933,0.000538244671048625,2.3089860857514e-05,0.130528966866492
0.67396975816918,0.367139990824562,0.000411651122682672,0.0032314545007687,2.07222866636996e-05,0.228870280171027
0,0.125783056259136,-6.08005382503859e-05,4.89501772443018e-05,-2.17859036359387e-06,0.00797478823842873
0.390386478842294,0.259244652219475,0.000285151054176546,0.00109811453579621,1.32154734373611e-05,0.16169280207593
0.297700640608033,0.188149029788588,0.000143785715069756,4.05864389710274e-05,1.74655878642824e-05,0.0945037093172983
-0.0743558653516209,-0.00682898182806381,1.13297070139167e-05,0.0024139336561081,3.12694642391087e-05,0.573040023828317
-0.396304944960385,-0.0720728314746275,1.1174255171133e-06,0.00373031188473518,3.83903200882908e-05,0.695558155368101
0,0.111388714977078,-4.95796388035129e-05,0.000123747884953449,-4.22301776897172e-07,0.00413170534734075
0.476785830855563,0.178755926821537,8.89822593320546e-05,9.02023852425304e-05,2.70379756075373e-05,0.22892104289839
0.252418480859684,0.194720845106208,0.000193021279897634,5.51577831021373e-05,2.27042291912035e-05,0.0629096489814672
0.683726394925855,0.23661185377137,0.000199462632427886,0.00239396464553626,4.27352060669264e-05,0.357598082312657
7.64759366837749e-05,0.0609265634879424,-3.10973944984424e-05,1.99541018626463e-05,2.09557232670725e-07,0.00012710462309572
0.146713932648899,0.170774057045391,0.000140408966348096,0.000384092234203512,1.27082178109861e-06,0.0213797601798881
0,0.0719624860080674,-3.4829831714607e-05,1.72479491004863e-06,3.09851033709324e-07,0.00585806181216056
0,0.0846437809178031,-3.84616922409452e-05,4.80855514130638e-05,-1.9048017329471e-06,0.00261747031497519
0.102371634155397,0.106691928163418,1.67340119526656e-05,7.28401624721538e-05,1.14090931151323e-06,0.021975752324286
0.0755400802915245,0.116510240405751,8.82282028323295e-05,0.000121320699516716,7.4128717051129e-07,0.0133864889564547
0.156632434556192,0.198899852248744,0.000344377107150974,0.000391427668051063,2.93736437940969e-06,0.0453034487604987
-0.247644089894179,-0.0459240923309207,1.6809529322795e-05,0.00200005418573526,3.92612381481539e-05,0.507063861348812
0,0.113526321106273,-5.60340554866973e-05,3.57497682246392e-05,9.06713593066143e-08,0.00978472043920148
0.827061165307817,0.230751966374276,0.00010322426563545,0.00420829093789168,4.66957074380978e-05,0.405385716170175
0.518612442921761,0.23048029736036,0.000258766900269221,0.00218696021606817,2.97936357519614e-05,0.37010526635487
0,0.0741629258395722,-3.47736588704572e-05,4.21115364796064e-05,6.00888228043975e-07,0.00446675807357338
0.146761610288507,0.144699458047406,9.02812630936582e-05,0.000118133677441939,2.26370810977573e-06,0.0297316145713614
0.514779938829585,0.386846708277011,0.000655319853942039,0.00231426438327438,4.74285455338362e-05,0.189319635923705
0.361254461041814,0.183646158467927,0.000114534358179669,9.40992680589145e-05,1.52056453545307e-05,0.0994467582144015
0.146331812218803,0.0420236787699368,7.48649110903007e-05,0.00791240638078603,3.88954200778857e-05,0.527209507234109
0.104007127784584,0.118299586855481,0.000108595469117039,3.78899451491815e-05,2.86540721696129e-06,0.0378318820634269
0.371851496958124,0.259826510443854,0.000260178201503724,0.00101095825360598,1.11788253650166e-05,0.119962651638567
0.0676280175099082,0.103097302398982,-1.78304260232296e-06,0.000159579904843883,-1.1601868077387e-06,0.0160267021841618
0.0479325006285839,0.0942986300652781,9.18761542967724e-06,0.000173038964107622,6.00819116660695e-07,0.0127426239950069
0.0171976904915048,0.0524354224070517,5.92869911850406e-06,4.09317024713524e-05,-1.32539118564742e-07,0.00175610267031223
0.41052909819419,0.204808080576168,0.000164715011776626,0.000124903357496478,2.53577925333922e-05,0.142862918554524
0.0317437793784275,0.065806305249694,1.6742054725462e-05,5.57704676084332e-05,6.54123144517228e-07,0.00786430661165156
0.0220389854113382,0.0573154138747148,1.93010214146145e-05,5.70204835721715e-05,4.01374350409432e-07,0.00319172910255336
0.846471592905824,0.228809742224756,9.43718703113904e-05,0.00371240035533288,4.03897139331558e-05,0.370325296645107
0.0482800959144231,0.0975438841324621,-3.09769670209374e-06,0.000143908995829199,1.45835427062967e-07,0.011223510271067
0.0264158002102047,0.059528093596908,5.14630306585454e-06,1.54516716879817e-05,1.37535677286901e-07,0.00952328327104693
0.330828757897748,0.267783336023034,0.000309308955568367,0.000391292030518113,2.56324511616655e-05,0.0522327044467734
0.531602002846999,0.157234126675027,7.75655114683468e-05,0.000913787093599937,4.11920603169062e-05,0.395200835452004
