"","f","e","d","tau_q","tau_s","v_s","y","fitted.value","residuals"
"2461",0.71617876078919,0.990045263928692,185.54282840135,1.84030634287013,158.814034420576,0.702995401489516,0.450121745744182,0.544138878893439,-0.094017133149257
"2586",0.715436247128682,0.99089906222824,186.794660369206,1.45398880597523,135.52477368358,0.735930666223327,0.449674695220896,0.543637387357369,-0.0939626921364729
"2137",0.715071327367696,0.996695670877349,132.824605120609,1.93112398411777,163.946813385422,0.765313160194939,0.449786725740416,0.543390921627225,-0.0936041958868086
"2486",0.685529249048397,1.00658431983403,121.361109013736,1.87673831737372,124.965202630358,0.756805634859515,0.430558529890981,0.523438289072414,-0.0928797591814329
"2147",0.676934243813943,0.991997380354936,148.335380144979,1.51891752442725,146.822033015467,0.72664160248223,0.425220439187053,0.517633247890267,-0.0924128087032143
"2377",0.676935261004162,0.991998571414884,148.335381041953,1.51891783567437,146.822032620625,0.721308641919582,0.425497187112443,0.51763393489754,-0.0921367477850969
"2217",0.676934343320674,0.993451113905195,148.335381108341,1.53090580978921,138.311650439996,0.713831762095705,0.425525946699474,0.51763331509682,-0.0921073683973455
"2327",0.687365246812079,0.992586464639244,124.494170938798,1.13452866223832,133.494345521742,0.796011914412115,0.433565740709995,0.524678316546252,-0.0911125758362571
"1861",0.747732320858198,0.996654524083011,146.019394155234,0.906218419783286,87.2591244144422,0.795200476549801,0.474726123173728,0.565450060288615,-0.0907239371148875
"2171",0.685699110257643,0.998466095054036,136.085349392766,1.99135754838419,146.260885187238,0.746946500895883,0.433204085639357,0.523553012832089,-0.0903489271927317
"1801",0.685698603220749,0.992572474839963,131.31564473907,1.65326794705657,104.048972354925,0.746945439479258,0.433208056051593,0.523552670380866,-0.0903446143292733
"2317",0.676934313376782,0.991997298133599,119.96477228561,1.89201660261991,155.883338264046,0.716825418550803,0.427551363752662,0.517633294872803,-0.0900819311201417
"2431",0.707080211264349,0.993092215789161,53.0237227025769,1.39296375742787,158.080793739698,0.771478323186605,0.44846914545228,0.5379937453829,-0.0895245999306194
"2080",0.69477382449625,0.991544056333599,142.413172240076,1.78650482762364,129.497987986485,0.778776089677598,0.440920739081789,0.529682048060614,-0.0887613089788255
"2156",0.700149233570418,1.00017981259351,83.4768159221041,1.4969610359107,111.164080893178,0.738863216911425,0.445055034657547,0.53331258349314,-0.0882575488355935
"2247",0.676933431461463,0.993200910601925,103.747191549837,1.40358975625249,147.001619894869,0.785962697221419,0.429616209926331,0.517632699229798,-0.0880164893034668
"2052",0.689253661557872,0.997286181622711,82.2385235934875,1.77078350580788,159.040772807906,0.726790153088346,0.438272130304488,0.52595374629519,-0.0876816159907019
"2256",0.668491620284463,0.99697674498054,123.932551850735,1.29098397403198,123.021655311196,0.770104074236451,0.424326680709724,0.51193112486217,-0.0876044441524458
"1207",0.815628040231826,0.999335715376158,127.089898451488,3.03850233606837,83.7837080901816,0.71643156655735,0.5250274060688,0.611306628877481,-0.0862792228086806
"4200",0.671073903260555,1.00801777953228,117.835059704955,1.81735829485601,154.635153236894,0.7225926641612,0.427808862410115,0.513675191167107,-0.0858663287569928
"2061",0.685699289498842,0.992572852700094,94.6544079017033,1.74616327623299,111.117647337702,0.746946537730861,0.437821193547913,0.523553133891066,-0.085731940343153
"2187",0.676934665260054,0.999034585126681,145.707681598293,1.16090853524813,138.670721939986,0.736405713488198,0.431988962128958,0.517633532533727,-0.0856445704047693
"1017",0.947571583200899,1.00696365961566,77.4818183493678,3.35584246626313,109.565635882585,0.936130278121623,0.614831458891627,0.700420908596996,-0.0855894497053697
"2357",0.67403572792805,0.991801783400318,169.234989158345,2.00717060623657,153.696361206528,0.676849689539576,0.430513584017197,0.515675598810861,-0.0851620147936638
"2470",0.664092559536901,0.990938467356786,166.044118307757,1.46585927240035,121.967234011451,0.742789405320997,0.42382475490177,0.50896001220944,-0.0851352573076709
"2027",0.712521498879075,0.99030374306193,65.0365321941804,1.0512619257211,163.946812887046,0.840755546824007,0.456846458992241,0.541668774987393,-0.0848223159951517
"1916",0.675363736062746,0.998015857434118,145.186813895365,2.28972851855214,139.128476166304,0.688096512947738,0.43180387666891,0.51657253158773,-0.0847686549188197
"1116",1.03449985906126,1.00344556739535,77.2766176826152,7.00999986185802,773.305021354036,0.551752100308927,0.674682611792964,0.759132009695526,-0.0844493979025624
"2296",0.662749701784271,0.996977390902855,117.611660394529,1.29098386141486,123.02165459305,0.770103312535737,0.424380030192633,0.508053050044422,-0.0836730198517897
"2091",0.685700160538174,0.994373928701317,131.315645814054,0.974776337328381,139.807645798994,0.746945337524199,0.440072065017019,0.523553722188461,-0.0834816571714419
"4103",0.656982963148436,0.990795671636707,160.696532315262,1.68887811244934,135.508980579448,0.711750570409732,0.421439230020478,0.504158211780275,-0.082718981759797
"1961",0.685699883861015,0.992574079818456,69.6618358577592,1.65326565640882,146.273008080888,0.746946188680276,0.440914030890352,0.523553535321524,-0.0826395044311723
"1068",0.84146232560241,1.00468222760134,91.5158413428684,7.37405280509571,178.238753362471,0.659865600009917,0.546255746827102,0.628755029011829,-0.0824992821847278
"2497",0.66127178041444,0.991996715999311,173.890433869741,1.95842720299616,126.156298256096,0.694776064012829,0.42492208429149,0.507054866310752,-0.0821327820192621
"2387",0.661269546453862,0.991998723914666,147.237943254977,1.95842690714225,146.822033939982,0.694774751318193,0.425426821097562,0.507053357500367,-0.0816265364028057
"1866",0.691769559130542,0.996857101317676,113.158157514007,0.80205817456598,107.921626085607,0.821019284890835,0.446038979384341,0.527652976094477,-0.0816139967101356
"2682",0.689368877184414,0.998846634194103,207.115669225257,1.85115586031522,138.967383029635,0.701902885288121,0.444553262259637,0.526031562589498,-0.0814783003298606
"2308",0.659956510755584,1.00666896788271,123.351324266067,1.71232982187376,130.949301540645,0.755623684060218,0.424785710527442,0.50616653706289,-0.0813808265354489
"2126",0.674418077106001,0.999503638701032,83.4768145453193,1.87193229948376,134.929151052537,0.749542264677476,0.434961927098209,0.515933836317811,-0.0809719092196022
"1577",0.706435427797454,0.996241568156383,189.049318099147,2.68632971094656,163.946813237585,0.666255681387927,0.456774350556568,0.537558260531315,-0.0807839099747469
"4279",0.666441983040344,1.00516999963807,129.781584786867,1.88569517601686,151.988965756958,0.694859173302131,0.429948719205668,0.51054680591343,-0.0805980867077626
"2537",0.665463891466774,1.0011879687212,179.796916739957,1.99386613803037,136.914022011112,0.710026917728502,0.42931740501169,0.509886205749776,-0.0805688007380862
"4218",0.665414754045896,0.995794721831282,139.279514262032,2.02188667369617,157.969032301578,0.689355934782791,0.429412277135481,0.509853018480659,-0.0804407413451784
"2010",0.700147463318383,0.994390010524667,223.039314579081,1.49695966562374,111.412209960238,0.69071189236691,0.452871259744104,0.533311387870137,-0.0804401281260339
"3705",0.660988398686179,0.994897051611817,136.821158315263,1.80474069835655,149.152503053302,0.6987256557131,0.426529836278898,0.506863471127392,-0.0803336348484948
"1886",0.700150563098096,0.991542239077947,102.437323041909,2.81662045926421,121.560288117641,0.717848130952697,0.4530427097019,0.533313481452212,-0.0802707717503122
"2477",0.661270453925312,0.991997536446431,147.237943721216,1.95842707158087,126.156298658182,0.694774156088611,0.426785440169747,0.507053970403908,-0.0802685302341608
"2557",0.665624702909802,0.990669995552866,179.796916820038,2.02369506702585,159.200201222765,0.682345498351851,0.429836923214547,0.509994817324042,-0.0801578941094957
"3854",0.653560797966883,0.991513413936222,154.770831019948,1.74974046266566,136.259124541673,0.704888434255046,0.421995455426516,0.50184689151122,-0.0798514360847046
"2335",0.658405803214116,0.991606353845261,147.070174205518,2.02244648725048,133.050756081838,0.696479238992083,0.425465176590309,0.505119193763598,-0.0796540171732895
"2571",0.660746965442239,1.00596048352899,188.106900414182,1.67592918351764,131.00554158581,0.706331864333941,0.42723656565509,0.506700407826606,-0.0794638421715157
"2337",0.676935212407167,0.997429266573141,98.1676834135678,1.82172827965213,187.305929253569,0.736874254619686,0.438304575290627,0.517633902075273,-0.0793293267846468
"2496",0.668992848108961,1.00658401152861,91.1658309200869,1.38640387030388,124.965200950957,0.803782769017196,0.433455847091919,0.512269652656334,-0.0788138055644148
"3922",0.65479072789617,1.00483843966209,169.661738981272,1.4407477059249,116.769826906919,0.736369015940333,0.4239980434285,0.502677582557462,-0.0786795391289623
"2361",0.655590856021851,0.992465102732546,171.169115398329,1.45277669823529,144.671363627316,0.718911486830906,0.424966820030992,0.503217986733361,-0.078251166702369
"1134",1.02212338953433,1.00636949294572,82.069845144764,8.2694250522478,731.474017298328,0.616228600083441,0.672540914495757,0.750772978684653,-0.0782320641888962
"3775",0.681771689521214,0.996461387914544,81.862163190537,1.59347647970452,179.135823581563,0.731033242493937,0.442737023579812,0.520900444451654,-0.0781634208718414
"3933",0.650301125129572,0.993715214291763,158.071670820875,1.78631289131359,139.511007678054,0.724035942782159,0.421500147697266,0.499645318092153,-0.0781451703948871
"1562",0.728134571209299,0.991544169300884,217.481104141046,1.19919340264203,120.309796282963,0.740611734112438,0.474387019849912,0.552213797984408,-0.0778267781344966
"3605",0.65904081395544,1.00125349168217,167.886655780208,1.9630647496399,139.170621444848,0.72617111356772,0.427841913234982,0.505548078145159,-0.0777061649101775
"4173",0.651132386619221,0.995022672676779,143.181325676819,1.88917183374419,140.859486859231,0.725295749893092,0.42269683649581,0.50020674965024,-0.0775099131544306
"2427",0.661267824744814,0.991998647905413,147.237943550019,2.30199293335221,146.822033478808,0.714388533060479,0.429599879317877,0.507052194663155,-0.0774523153452781
"2294",0.674998272037663,0.990608196592394,190.648410872943,2.1790246513612,166.508003779672,0.646983476286066,0.43900043034343,0.51632569826322,-0.0773252679197901
"3745",0.678703939328983,0.992795607105317,90.1502645993909,1.81447956667141,168.640437541823,0.71064245723114,0.441593967657338,0.518828495020948,-0.07723452736361
"2295",0.75834108212635,0.99235497288547,186.752210300324,1.92457604361724,192.186735697093,0.729775895343231,0.495540256798794,0.572615186355825,-0.0770749295570303
"2577",0.652514309423911,0.990670365770556,179.796917176511,1.94045025133001,136.914023104673,0.682344330806492,0.424072084066541,0.501140096236187,-0.0770680121696465
"2390",0.651666615025333,0.991770888541411,166.312544939401,1.443107170433,139.674882266712,0.740882092570254,0.423531660091145,0.500567565939882,-0.0770359058487377
"1277",0.815628650166566,1.00271288082029,187.255581718576,3.59919209055974,203.308839868917,0.610633569005807,0.534321339602908,0.611307040825605,-0.0769857012226971
"2597",0.652515324006968,0.990924444414082,179.796916966706,1.8402735253138,136.914022564186,0.68234581208709,0.424253413897541,0.501140781482591,-0.0768873675850504
"1976",0.700147759846928,0.991543249359305,179.13946457477,1.78371228110809,117.70919088437,0.77667989375293,0.456701527251772,0.533311588144642,-0.0766100608928701
"4083",0.652933175063682,0.995115363580708,160.696533091367,1.73813377005432,155.731072761175,0.720858031032424,0.424821486079372,0.501422996853735,-0.076601510774363
"2638",0.666633695440781,1.00824203127362,105.445465067472,1.72925955689922,173.512027723492,0.751449052424779,0.434088124367318,0.51067628790318,-0.0765881635358613
"2507",0.652514951195941,0.990669437433182,179.796917364451,2.09162494374917,136.914022323123,0.682344260220532,0.424760313343554,0.501140529687123,-0.0763802163435691
"3814",0.647602497299564,0.993017068287299,160.761992566333,1.73048776495587,137.495616540171,0.703659897069416,0.421516926304342,0.49782267281607,-0.0763057465117282
"1802",0.706353035536498,0.995010034838448,90.904785432836,1.28818015518229,86.996548889244,0.788579286752406,0.46146139945204,0.537502613041303,-0.0760412135892628
"4113",0.647574289483208,1.00682127677045,160.696532764965,1.6888802873955,135.508978903711,0.728487214173422,0.42200331393735,0.49780362134011,-0.0758003074027603
"2341",0.715306705410247,0.990779132960104,185.542825497129,2.31439865830041,193.734274013421,0.702997538450882,0.467924529190776,0.543549895262855,-0.0756253660720788
"3796",0.650622883405106,0.999220945711397,182.112148464136,1.77621399712235,145.866283835177,0.695237414799658,0.424693429075973,0.499862632682339,-0.0751692036063659
"2258",0.683177634237778,0.998397138051749,98.89433028708,1.13060791174086,104.783229046354,0.830740083683998,0.446707971432246,0.521850015366021,-0.0751420439337751
"1267",0.928047322738539,0.990062463488184,114.305800016097,4.29719363118058,79.938409040264,0.855479479223909,0.612146579528917,0.687234280672603,-0.0750877011436851
"2291",0.687296252843093,0.997629273111997,83.4824154650597,1.84030625223535,178.825627652391,0.702996240408525,0.449987122924511,0.524631718223114,-0.0746445952986034
"2587",0.652514277744812,1.00940518486314,179.796917521791,1.94045062979204,136.914023791033,0.68234462383814,0.426526638669934,0.501140074840217,-0.0746134361702827
"3645",0.647297852829654,1.00236786094237,135.866406097349,1.87579962633124,135.409584512941,0.729410475574784,0.423212684462262,0.497616916839721,-0.074404232377459
"2629",0.657997764907743,1.00892637644115,97.7305999581533,1.88630655226838,138.487278499763,0.749615447935968,0.430726741819674,0.504843605895089,-0.0741168640754146
"3281",0.646174836768712,0.997387078247428,189.538413482475,1.54634256511328,126.879699543872,0.709638795209896,0.422762749457746,0.496858435104789,-0.074095685647043
"2356",0.649272201799396,0.996976493794388,117.611660463232,1.29098457762269,123.021655778911,0.770104100212336,0.424915003314609,0.498950386310029,-0.07403538299542
"1254",0.951797380466935,1.00272791337654,93.5707565889469,7.77032440774307,181.724371946588,0.845519987899076,0.629329513720941,0.703274999605389,-0.0739454858844482
"2407",0.651201793714309,0.992359168846628,147.237943482217,1.95842548724868,124.915127877966,0.694775190783383,0.426553147329398,0.500253626997528,-0.0737004796681299
"4159",0.654753455217341,0.996214652788341,134.585955144508,1.83382954992907,145.577542357347,0.690537206373996,0.429080293819877,0.502652408700127,-0.0735721148802498
"4023",0.650394620811318,0.992853283522456,112.555562814247,1.74253645779737,147.410788142879,0.740075321840472,0.426231915264005,0.499708464799815,-0.0734765495358091
"3010",0.645317725656265,0.998027849351434,188.538417506382,1.80225394458153,117.709789422528,0.715689927185352,0.422893859647514,0.496279544787714,-0.0733856851402008
"2999",0.644119561120354,0.995322484496525,147.106554360642,1.88134233458776,145.410376533026,0.71538213411609,0.422448970633183,0.495470307994458,-0.0730213373612751
"3915",0.649813894325032,1.00235715140957,121.602646441906,1.41209256870764,132.520404267003,0.729788500252435,0.426556188010016,0.499316243843981,-0.0727600558339652
"2457",0.68893916347379,1.00205022182328,50.0962287516374,1.17359230006958,158.137375229245,0.801058736816433,0.453084516278566,0.525741335216895,-0.0726568189383287
"2195",0.653291988522736,0.992196947054458,174.819517779548,1.89478764823211,106.140078631987,0.696480929589208,0.429137921331453,0.501665338405567,-0.0725274170741139
"2454",0.660398217395229,0.990460830914621,190.222793124154,1.5377142583327,131.543183171081,0.670774172866452,0.434069682181976,0.506464864424378,-0.0723951822424023
"2480",0.642559030557775,0.991178083897161,192.54243209112,1.94980994059757,136.165746428049,0.690074592365189,0.422247109166417,0.494416330255683,-0.072169221089266
"4240",0.660599175891543,1.00963975919157,212.702552994358,1.75326677240905,126.676973376969,0.710330061362617,0.434450961479567,0.506600591200009,-0.0721496297204422
"1736",0.781285657729624,0.999310192520272,82.7891435094212,4.35705643218368,212.620619135094,0.764158243488408,0.516009343922911,0.588111885037283,-0.0721025411143716
"2089",0.719471288695694,0.997351771167108,228.936520396713,2.1212577525682,148.68131842479,0.605351294659452,0.474546128415629,0.546362642529325,-0.0718165141136954
"3725",0.641359862978609,0.990672853489315,148.783021124146,1.64765616448881,148.90922117252,0.719959416317122,0.421854502972759,0.493606416009971,-0.0717519130372123
"4183",0.644191417034597,0.990795575302876,160.696532340539,1.68887698985903,151.115493701648,0.734585036822138,0.423775706616681,0.49551883926698,-0.0717431326502988
"2046",0.75324773614845,0.99154333564888,167.846000166121,0.580668175746431,127.828234900048,0.776682125224705,0.497492314103049,0.569175155506499,-0.0716828414034507
"2331",0.672477311515356,0.991533296101348,76.4964069209821,1.84030541200687,141.325927099115,0.792690395366054,0.442972360381934,0.514623048962682,-0.0716506885807486
"3765",0.651006219946218,0.993606576938521,123.715144513566,1.73138341668098,157.273903457582,0.709230738178985,0.428512939343853,0.500121537051455,-0.0716085977076023
"3670",0.645212334430574,1.00688425133777,184.162368284555,1.97994683469117,133.68904255366,0.683872139545462,0.424650058067049,0.496208363864762,-0.0715583057977129
"3790",0.645755724344721,1.00628351319783,192.980031551443,1.96377488246522,132.093349188213,0.698084215331611,0.425040607601641,0.496575367809907,-0.071534760208265
"3785",0.6413605457736,0.990673107387995,148.783021025995,1.64765674580059,148.909221285482,0.734904387264566,0.422147259997856,0.493606877167694,-0.0714596171698377
"2157",0.691606390390859,0.991995965723075,103.412952497774,1.01868595935196,124.120965145653,0.726641903760898,0.456146935017947,0.527542772409004,-0.0713958373910567
"2050",0.700147964956272,0.991544167816548,61.3703480001525,1.1764692895275,107.872929225152,0.854010760073224,0.461953854642513,0.533311726674888,-0.0713578720323751
"1897",0.649857707806119,0.996590881648296,132.824606180405,1.93112457039174,163.946815198987,0.726641768364483,0.428007162711824,0.499345835339868,-0.0713386726280441
"1937",0.649857198570461,0.996695553635037,132.824604574477,1.93112563728011,163.946813353137,0.726641285257657,0.428015658187219,0.499345491403606,-0.0713298332163877
"2345",0.663564193632379,0.997499622448435,147.070175487177,2.02244578204945,146.226618204752,0.657495560014925,0.437401046373189,0.508603155436079,-0.0712021090628899
"2207",0.661804868954631,1.00208341867751,148.335380704099,1.5189182457395,185.934479786823,0.726640948218348,0.436414885050432,0.507414912738314,-0.0710000276878811
"3261",0.645281255621594,0.990180688886757,163.521491455108,1.84190360815752,145.22034900586,0.738073666974103,0.425277432652979,0.496254913033875,-0.0709774803808967
"3805",0.641361445655479,0.995968940693255,148.78302137671,1.72928183394793,145.671728485112,0.706777455031124,0.42272512241017,0.49360748494526,-0.07088236253509
"3454",0.648104734240435,0.992638848095445,116.851588265071,1.77758715224021,141.126081914233,0.759582147842918,0.427304400889518,0.498161882164456,-0.0708574812749381
"3391",0.646291781901819,0.998543514113715,149.348892464108,2.1839443028453,144.296730125278,0.70083616167741,0.426089299734101,0.496937419502729,-0.0708481197686286
"2692",0.647569864451406,0.99884634619095,207.115670165832,2.02083500015232,138.967384808262,0.675975123857771,0.426965092727227,0.497800632686684,-0.0708355399594561
