"","f","e","d","tau_q","tau_s","v_s","y","fitted.value","residuals"
"4133",0.636374627657821,0.990795373514087,160.696532364711,1.68887891742152,135.508978589147,0.725295082243622,0.419589618725748,0.490239402779559,-0.0706497840538113
"1836",0.708995108361996,0.999282706914085,51.7069132944557,2.19956341073363,134.940512706489,0.731223283871858,0.468747236751725,0.539287061234163,-0.0705398244824386
"3963",0.636374571248527,0.990795286291181,160.696533188813,1.68887885891,135.508979111725,0.728486475939741,0.419738495531902,0.490239364680888,-0.0705008691489857
"1422",0.664659231501303,0.991543516055147,217.481101974676,1.61964387669016,120.309794510646,0.740613025887265,0.439073032081506,0.509342740782651,-0.070269708701145
"3923",0.636375523139838,0.990797587782835,160.696534359239,1.75407207954622,135.508978726945,0.728486868443996,0.420137914754474,0.490240007585472,-0.0701020928309976
"2441",0.636255272379181,0.991532539152467,185.542826158286,1.8403070926833,123.796303319546,0.702995448405063,0.420134054237781,0.490158790576435,-0.0700247363386539
"3953",0.636375523391373,1.00306162794721,160.696534724824,1.6963203810457,135.50897877968,0.728486440108416,0.420535774148717,0.490240007755358,-0.0697042336066408
"3404",0.65210775829187,0.999447537321974,117.592080379293,1.66523672403481,162.380505020377,0.711011953469422,0.431340210259203,0.500865512800835,-0.0695253025416317
"4043",0.636377525119886,0.994349075985792,145.944712423542,1.70689203362913,135.508978032739,0.734339020192882,0.420748102411775,0.490241359716891,-0.069493257305116
"3834",0.649714178445837,0.994524109357338,138.23747217018,1.49672865123244,125.419670010031,0.704888787873489,0.429771946292837,0.49924889603331,-0.0694769497404735
"3899",0.634956798020249,0.99419887430484,182.418599729127,1.5648508361428,125.579904326511,0.71551629106754,0.419839411927864,0.4892818048246,-0.0694423928967364
"3251",0.640771961113644,0.994764898124056,134.983154217641,1.88096352597406,144.17079603474,0.718535702008843,0.423773061999631,0.493209348824543,-0.0694362868249122
"3351",0.636795197219293,0.990663058454967,181.60126906056,1.99199287982553,137.869814692908,0.691478150130244,0.421392403415164,0.490523454220798,-0.0691310508056332
"2969",0.641858490803229,0.991519558683428,131.586508881962,1.72755509916079,134.404976914651,0.714050350649237,0.424812372098284,0.493943187771887,-0.0691308156736031
"2506",0.647362192969079,1.00636139786118,159.479775524487,1.36473719924389,130.07143018087,0.771288835873756,0.428549342113966,0.497660371980101,-0.0691110298661347
"4153",0.636372782097204,0.991268420196545,160.696532590426,1.66515997738625,114.64733177706,0.726941515212178,0.421254382772415,0.490238156293362,-0.0689837735209472
"3591",0.650704682301255,1.00471272790264,145.907783926124,2.00630440170748,139.314315070913,0.674557273237902,0.431019357602986,0.499917879415511,-0.0688985218125249
"4063",0.63637386085804,0.998988711413479,160.696532182,1.48904343085537,135.508978314477,0.743748036182323,0.421374890795573,0.490238884885249,-0.0688639940896761
"4048",0.635943101143883,1.00104992774814,173.389348102472,1.916021951104,134.784903535045,0.707336890661923,0.421153736580759,0.489947951044945,-0.0687942144641858
"3417",0.638356960317547,0.994487237175865,157.270133675864,1.82405009991458,114.677878229576,0.724106943281197,0.422833610536579,0.491578264410532,-0.068744653873953
"3855",0.640380169563252,0.993095038048053,135.594261697014,1.50138706040857,151.931044064064,0.729851908083189,0.424248223054207,0.492944733967099,-0.0686965109128923
"3993",0.636373919076729,0.991295137083119,139.935745547008,1.57291308510362,135.508976738346,0.72609427069029,0.421793642889142,0.490238924205979,-0.0684452813168377
"2961",0.638771929059836,0.999689616122625,198.418400079879,1.93869618966781,139.768676210315,0.692195559902597,0.423506630020491,0.491858533075016,-0.0683519030545253
"1542",0.66465923849336,0.999429694676795,217.481102905017,1.61964354059498,120.309793794087,0.740613991066327,0.441024780932428,0.509342745505066,-0.0683179645726376
"4300",0.639983650503163,0.999011311364361,168.374676832809,1.55943216542483,140.780539336241,0.697108395214833,0.424402846209151,0.492676926163551,-0.0682740799544007
"3990",0.636927510828541,0.994001214798226,144.208003354318,1.65169812642049,134.671057050354,0.752411092330901,0.422584214240253,0.49061281844219,-0.0680286042019377
"4163",0.636373686141773,0.990795946143573,160.696532621216,1.96519029543288,135.508978496435,0.72529584243843,0.422276504845102,0.490238766882397,-0.0679622620372954
"2311",0.642600131179554,0.9931183669359,162.334395997577,1.45038571491761,128.074830228092,0.769218947796196,0.426555027681532,0.494444089494395,-0.0678890618128633
"2611",0.637598347850837,1.00768156508774,188.106897461212,1.57097836023649,108.669723405273,0.717011105698018,0.423235566682272,0.491065899788241,-0.0678303331059692
"1602",0.654594348876244,0.991543458167347,217.481103587885,1.61964286261861,120.309792046384,0.740612546543172,0.434802316085458,0.502544948746675,-0.0677426326612175
"3271",0.640012313878886,0.997389701056237,151.20521598508,1.80403822157812,126.87970006789,0.695318489900202,0.425020777596176,0.492696285322965,-0.0676755077267882
"1872",0.654595734397924,0.991545190703026,217.481102209303,1.26862211713258,120.309793607761,0.740613570146679,0.434954564502335,0.502545884523931,-0.0675913200215958
"4003",0.63637463760679,0.990795496670722,161.256388922808,1.8807152003661,139.758599583633,0.73256308175853,0.422693897546033,0.490239409499063,-0.0675455119530304
"4155",0.636819366769633,0.999775174098797,194.883654028705,1.84700599957111,140.837796468871,0.705624961733902,0.423117564026035,0.490539778263803,-0.0674222142377684
"4243",0.637821291086648,0.996745802621153,142.880898650532,1.90082570908867,149.940902504076,0.71107812478944,0.423862841295804,0.491216474992079,-0.0673536336962743
"3878",0.635702850031007,0.992473169977607,157.774533170187,1.48674598271215,148.44709480549,0.730673591903412,0.422451718904887,0.489785686151991,-0.0673339672471045
"2201",0.632776163525355,0.991533326473707,185.542825439169,1.84030579315951,141.325927200117,0.702996691300879,0.420566249127475,0.487809010719097,-0.0672427615916219
"2359",0.654109407187367,1.00623656884,226.243109319403,2.06518208052675,136.354923337866,0.650873511597997,0.434977809108515,0.502217420560469,-0.0672396114519549
"4172",0.644120294947558,0.999458599316416,139.716219130461,1.7781234320307,112.254904629078,0.714197482252825,0.428252776493537,0.495470803619187,-0.0672180271256504
"4079",0.634019531902899,1.00210161828426,197.66563816839,1.76325802814003,128.611891665172,0.710860319641945,0.421453669895645,0.488648778053652,-0.067195108158007
"4239",0.637400790128456,0.998866977051326,154.57374860477,1.73727827460842,129.404592428406,0.697220627746052,0.423803687263474,0.490932469885293,-0.0671287826218184
"2439",0.65229269437875,1.00310377705189,226.243109661073,2.17383033867102,136.354921496921,0.650873199225358,0.433932414175673,0.500990418088397,-0.0670580039127239
"4093",0.636373764213694,1.0011870636841,154.031203982862,2.04436602907676,135.508978206699,0.70819639060096,0.423202101740136,0.490238819611942,-0.0670367178718064
"4049",0.63574113707134,0.991210142899667,197.665636458356,2.06662605511872,121.008796717247,0.702010841430816,0.422846703014707,0.489811545106095,-0.0669648420913875
"2047",0.720894489372319,1.00094091435706,163.728278123861,1.47135916511424,188.08907417265,0.775813860414629,0.480381491177356,0.547323868068217,-0.0669423768908603
"3779",0.63277106415591,0.992193921078762,164.116747962849,1.48025609985068,114.335120216568,0.736286484230069,0.420865045312408,0.487805566620016,-0.0669405213076077
"4143",0.636374081466261,0.99079479505313,160.696532445946,2.02956648131275,135.508977398965,0.725294855782313,0.423322080198022,0.49023903388339,-0.0669169536853688
"4068",0.654085441879733,0.992755663504204,110.169146423321,2.02124822766245,149.217082358297,0.700065402657867,0.435318964393544,0.502201234462385,-0.0668822700688412
"4252",0.631907532128316,0.993968217587304,186.594120291892,1.6118517597313,120.912987828172,0.704744327637467,0.420366979011386,0.487222339635791,-0.0668553606244055
"3735",0.644246281578545,0.996091674753204,134.749210598459,1.54844509254192,169.469767286051,0.722376266478342,0.428702037612488,0.495555894618125,-0.066853857005637
"3973",0.638218663585399,0.990114109469214,127.124583942414,1.8443694298793,135.508977812268,0.728486805731059,0.424702868714819,0.491484859205581,-0.0667819904907624
"2608",0.640802818084187,1.00635847214605,224.28297219451,1.73438326897199,116.137985370802,0.694536352879053,0.426477397905684,0.493230189531427,-0.0667527916257433
"2426",0.634802924869352,1.00658402417423,159.479777140891,1.42503152719447,124.965203565756,0.756802975819078,0.422492330577196,0.489177879352373,-0.0666855487751771
"3890",0.633540217417534,1.00265077599422,171.237933259271,1.5390246576275,113.713182981748,0.71859365454769,0.42170579857154,0.488325050464099,-0.0666192518925587
"3597",0.641044992217511,0.992966433290951,233.894232619129,2.01353359938993,118.528884101026,0.676734716831669,0.426813066315342,0.493393753226719,-0.0665806869113762
"2340",0.642260297579812,0.991387298573264,218.543308273027,1.4595861416752,125.995765020693,0.726790845193959,0.427655645154116,0.494214566883557,-0.0665589217294411
"3241",0.630524517388104,0.997389084234573,189.538413105342,1.80403771608592,126.879699586272,0.709638419181745,0.419746774273767,0.486288255559814,-0.0665414812860471
"3041",0.63913213718045,1.00332756844202,211.332790467364,1.82360529571012,123.751408512119,0.713618812042701,0.425574069503329,0.492101816577151,-0.0665277470738219
"2154",0.654212715029171,1.00403702377506,223.648896829323,1.79830774949168,149.006581700034,0.663019858982817,0.435781675273097,0.502287194372091,-0.0665055190989934
"2026",0.68980678805161,0.991544175696756,147.473464277498,1.25806255924288,103.737121708723,0.828275781497337,0.459925637931764,0.52632732629747,-0.0664016883657058
"3133",0.632687393105441,0.999916185012197,202.380546373699,1.83199499180731,118.707138881625,0.707477289002328,0.421394890585328,0.487749055439339,-0.0663541648540105
"3381",0.637002156452772,0.990765812164155,181.697854467548,2.04946646213883,135.811465957712,0.72050215871728,0.42437151564,0.490663233876609,-0.0662917182366096
"3011",0.654411312800551,1.00443105372355,89.8781855281752,1.84022801491787,147.446407433426,0.730452661423749,0.436193024756421,0.502421326721065,-0.0662283019646443
"2236",0.714841748861712,0.996490328405159,50.1415228942338,0.926547679383003,101.343346374349,0.874006623834068,0.477039949477982,0.543235864981485,-0.0661959155035034
"3231",0.630524022400912,0.992768911002418,195.741928949885,1.8521447088825,120.010904576181,0.698547906984221,0.420111477030527,0.486287921246924,-0.0661764442163977
"4168",0.634231039312263,0.995791078185391,207.336367077611,1.90196754477216,137.588264772067,0.693825965265866,0.422635895710227,0.48879162953404,-0.0661557338238131
"3664",0.654847338385236,0.999357146599284,197.990088670548,2.09142098099615,162.594440319837,0.703589223022561,0.43656698252932,0.50271581711479,-0.0661488345854704
"2626",0.645596843830671,1.00687284562536,173.401347194427,2.10242006321043,135.52477566461,0.731756990552835,0.430520325138074,0.496468060379377,-0.0659477352413026
"3394",0.658921070255399,0.999943585572957,126.807197877134,1.9600017277217,180.320649325071,0.677674546575709,0.439625698937376,0.505467203603367,-0.0658415046659902
"3297",0.632729469554746,0.993680603997604,213.183046565725,1.7031415064754,128.473395294603,0.68747375196986,0.421972994524616,0.487777473749084,-0.0658044792244678
"2235",0.6376345277674,0.992196505576695,190.668760881039,1.89478884401867,106.140078402958,0.696478949552625,0.425306502786566,0.491090335597165,-0.0657838328105998
"4192",0.630008044819324,0.991160635513724,196.460155129449,1.70346367402885,133.91213081815,0.714172181800793,0.420182442497372,0.48593943151033,-0.0657569890129584
"3331",0.628839426156858,0.990279150352274,181.69785434072,1.75410719187887,132.597041483667,0.720500693881808,0.419433199007845,0.485150149912845,-0.0657169509049995
"3361",0.63106440870568,0.991849282346786,191.163482493919,1.64821913325711,137.874293646307,0.720500436621377,0.420978145540063,0.486652896563155,-0.065674751023092
"2391",0.632775802155758,1.00755906176006,185.54282456034,1.84030801111518,141.325926958822,0.70299711464718,0.422195571537287,0.487808766651137,-0.0656131951138505
"4219",0.635876961823552,0.996805532792725,153.161228978555,1.76392888335283,134.208850439114,0.694234126076891,0.424313061275726,0.489903280743088,-0.0655902194673626
"2574",0.637227663132412,0.995178399701446,218.708112704565,1.85578741599525,140.154167430114,0.671556559883364,0.42530997819966,0.490815540422848,-0.0655055622231879
"3885",0.631792884550726,1.00598550628517,162.237860659758,1.56342376423504,123.20407987915,0.711986959262936,0.421670440501681,0.48714490700007,-0.0654744664983885
"2744",0.636437845453758,1.00510120928362,204.391297099861,1.98591434773758,141.392607966935,0.680752611813655,0.424828836988836,0.490282099892457,-0.0654532629036219
"2501",0.629606833700508,0.9974339974672,194.67124043501,1.61180621901197,128.0075719382,0.702995488272906,0.42030599737483,0.485668454704158,-0.065362457329328
"4290",0.637684070013976,1.00801553021684,157.261597066851,1.53734543785372,140.666454355389,0.699326126786203,0.425769310027779,0.491123796284365,-0.0653544862565861
"2315",0.637633110831308,0.994653568473031,157.247403856362,1.76426645132809,106.140080731991,0.736005973838396,0.425757843509467,0.491089378602709,-0.0653315350932419
"3401",0.627661962712415,0.990910735379314,174.103437694402,1.62948032749408,119.253836581059,0.727720945670574,0.419217338150051,0.484354894575703,-0.0651375564256524
"3311",0.62973870107046,0.994942096529362,168.184058996972,1.72289160200095,125.168460517342,0.737759483611281,0.420632538561049,0.485757517536847,-0.0651249789757977
"3720",0.641898449512276,1.0014245559643,120.314582233302,1.60877039543965,132.411234622035,0.716345565209963,0.428864364105955,0.493970175766109,-0.0651058116601536
"3319",0.642846875949613,0.992023293940319,118.004970280503,1.87722621324611,152.841680461383,0.751012042475969,0.429535383357227,0.494610740184255,-0.0650753568270281
"3828",0.627919483717867,0.995026101440572,190.560327418393,1.8068741752471,130.621641806461,0.708520953427156,0.419468809364365,0.48452882350316,-0.0650600141387947
"4160",0.630593104739239,1.00802022179451,161.57786372871,1.64287194509641,126.469011815732,0.708419949228014,0.421354273099371,0.486334579254454,-0.0649803061550835
"2471",0.636255785486761,1.00555098619154,191.016240541334,1.83752226747131,109.223943125304,0.72829584028442,0.425192570864246,0.490159137127781,-0.064966566263535
"2991",0.648912726843097,1.00400335315179,106.775426795121,2.00242222986336,148.415738003308,0.711905888204219,0.433792595625716,0.49870759798491,-0.0649150023591938
"1797",0.649856391676489,0.996590698983595,132.824607127559,2.30465350441085,163.94681577764,0.726643632673294,0.434454673245532,0.499344946429798,-0.0648902731842659
"2366",0.634804656628325,1.00935528247815,119.445562320845,1.47219717556028,124.965203402412,0.75680233371111,0.424322861359559,0.489179048977275,-0.0648561876177162
"4145",0.6356691651789,0.991448841732095,152.393329378293,2.12272347568029,141.763569076254,0.692900226879055,0.425016558828855,0.489762935502241,-0.0647463766733852
"1667",0.649855033498158,0.996591744584149,132.824607617995,1.24542633765246,163.946813688009,0.726644197747144,0.434613650471455,0.499344029120159,-0.0647303786487042
"2658",0.634829296649932,1.00561941472506,129.970493251348,1.86643278982417,140.286606462527,0.731934043403847,0.424540490442894,0.489195690775186,-0.0646552003322927
"2231",0.632775373187826,0.99153106646926,185.542823204941,1.84030679963269,141.325925705371,0.676572262114376,0.423203817962147,0.487808476927461,-0.0646046589653148
"3029",0.627291051777491,1.00267923675867,173.483608029144,1.77358042707556,128.926946306377,0.716477396134191,0.419537951285777,0.484104382424353,-0.0645664311385762
"2445",0.657486668902749,0.996153553769557,256.813947205613,2.06443995431395,116.396082151369,0.645049860858261,0.439990736811005,0.504498413160927,-0.0645076763499214
"4169",0.63330091783126,0.990141610080476,216.074565632159,1.75885116810649,141.143748535563,0.700687620918872,0.423663539491996,0.488163428229406,-0.0644998887374101
"2280",0.64738199169717,0.99292081052604,101.678602299357,1.20657994928896,119.700739121213,0.761608416152139,0.433192376173927,0.497673743982652,-0.0644813678087254
"3846",0.637405802463626,0.993985829826571,209.079519530838,1.79956970125157,117.092614981093,0.731988691097879,0.426506259571052,0.490935855201681,-0.064429595630629
"3443",0.636514567654261,0.993961319534801,214.154082914183,1.48663677551572,109.817419780891,0.739070027886813,0.425957703364464,0.490333917840365,-0.0643762144759012
"2194",0.633648315248967,0.990442335082689,223.648895397305,1.79830735415186,133.392413884612,0.670776910568888,0.424023462828997,0.488398059420586,-0.0643745965915892
"2451",0.636254342539613,1.00130669018216,185.542827163301,1.84030800512126,104.35709465959,0.702992621087952,0.425806576979071,0.490158162565533,-0.0643515855864621
"4108",0.632993438593445,0.993639429215554,152.689288055861,1.96541034726423,150.630284637252,0.702489914686125,0.423634055067962,0.487955757659176,-0.0643217025912138
"3321",0.629738761857544,0.99494142577253,168.184061668151,1.69710455341163,113.599399609092,0.737759291285745,0.421455619251316,0.485757558592264,-0.0643019393409475
"3940",0.627952598946583,0.997237836594315,172.558811679519,1.59069398534048,126.91653474754,0.739977619575706,0.420254654007169,0.484551189430953,-0.0642965354237837
"2560",0.63053288723579,1.00114279791383,196.859387500674,2.03976341376658,128.85049033929,0.683497563487147,0.422081485144473,0.486293908530252,-0.0642124233857793
"2234",0.633269522250678,0.990461334977864,223.648894748636,1.79830621879068,133.392415186934,0.670776794161478,0.423944698694743,0.48814222374689,-0.0641975250521478
"2221",0.66058069194074,0.991533198291775,233.222986091668,1.38632292912323,113.67272062218,0.746032093648716,0.442455964120318,0.50658810719416,-0.0641321430738426
"3770",0.634972563734834,1.00327069512714,131.898519165713,1.70631948948532,126.758670684785,0.717806390134653,0.42517869093773,0.489292452941726,-0.0641137620039956
"3782",0.633559694274001,1.00598444141397,200.014548999764,1.43023030546215,114.889789393972,0.739834239666494,0.42424625978151,0.488338205075505,-0.0640919452939948
"1455",0.720917383754356,1.00569471135055,189.553018171193,3.49912174476458,186.496937297747,0.598681680842278,0.483325266802371,0.547339330866311,-0.0640140640639407
"2214",0.690274312279771,0.994100998411928,62.0017853264714,1.71742491057098,142.19665264631,0.718447724421033,0.462720045070661,0.526643090782086,-0.0639230457114251
"1792",0.654593938235689,1.0006625517895,89.2042484928445,1.61964264183291,120.309792799988,0.740612214359638,0.438657553470647,0.502544671401256,-0.0638871179306092
"3032",0.641348779786928,1.00660480765973,121.842498306052,1.98048191782964,131.923382143787,0.709686081274459,0.429748327196366,0.493598930455002,-0.0638506032586364
"3121",0.627716079120187,1.00434993134845,149.519620766023,1.65142374149138,124.893826180437,0.73140127659691,0.42060156652199,0.484391444637882,-0.0637898781158918
"1817",0.649856649862777,1.00739078116176,132.824607384027,2.30465358242598,163.946814724646,0.726642944113925,0.435562402630734,0.499345120808055,-0.0637827181773215
"2145",0.637634884845508,0.992196749888415,174.819517458541,1.89478872737759,106.140079127748,0.696481172240494,0.427352338799401,0.491090576766666,-0.0637382379672649
"3959",0.629440394850884,0.993266110751987,149.227633975719,1.56486313838511,142.804592855413,0.722079500997236,0.421878378494348,0.485556042396077,-0.063677663901729
"3440",0.630308511633628,0.997265100948411,191.854814550164,1.65915919567269,126.23407651654,0.686500523437588,0.422506684448854,0.486142365910406,-0.063635681461552
"3781",0.62970258886179,0.994300724674596,164.633613114185,1.82165209506908,151.500592300074,0.713024018695498,0.422112166809844,0.485733127457633,-0.063620960647789
"2254",0.633270850410362,0.997013631307052,221.23332350483,1.79830314794791,133.39241674575,0.670775580670004,0.424528118604216,0.488143120782023,-0.0636150021778077
"3071",0.641121966269178,1.00761953758705,211.33278912236,1.82360521952209,139.261393977744,0.713618454053419,0.429872446914064,0.493445741274159,-0.0635732943600958
"2395",0.684963757820273,0.993768683922099,151.078324434748,2.57259134806667,158.232830016258,0.608598817257307,0.459494538521104,0.523056357965002,-0.0635618194438982
"2304",0.633270920743987,0.996396864501299,223.648893114446,1.79830803461178,133.392415852061,0.670775685579239,0.424645852429826,0.488143168285146,-0.06349731585532
"3650",0.631656841503315,1.00726917193272,185.864355101315,2.12721294808119,123.972464368351,0.691781922909768,0.423595148722451,0.487053023927143,-0.0634578752046917
"1906",0.763054980678767,0.992430209199683,133.244614394958,0.221568169696577,133.508506005073,0.835874321141562,0.51235662683538,0.575798939533257,-0.063442312697877
"4152",0.627726118108909,0.990670853717665,214.990424547587,1.86236356129068,112.254904560429,0.695745619654314,0.421038435160194,0.484398224941252,-0.063359789781058
"3329",0.626772508702183,0.991194032937952,169.064006421423,1.87652351879304,122.878255023701,0.718969499472336,0.420404547966033,0.483754159960868,-0.0633496119948351
"2275",0.637213375169157,0.997420084799845,172.379238221384,1.78324349465342,100.502967425738,0.727182939327645,0.427483412290283,0.490805890374611,-0.0633224780843281
"1094",1.34823707259482,0.996876575263908,225.269876482401,9.09119949139329,206.25782795501,0.485175824833798,0.907732062209253,0.971029198266584,-0.0632971360573306
"4059",0.628159077756624,0.993249437701535,182.508821156862,2.06895740666374,134.997327060332,0.68933475353746,0.421459092786573,0.484690644610192,-0.0632315518236187
"4193",0.62523630973865,0.990796187639198,188.390190842771,1.68887808322514,133.893988007343,0.720558869115048,0.419488093683402,0.482716615712316,-0.0632285220289142
"3893",0.637018580190629,0.996387756171314,113.897150684262,1.7540710565099,130.754766460719,0.739065137957273,0.427516874908764,0.490674326420712,-0.063157451511948
"1686",0.756439012161163,0.99542684671955,57.5996259683285,3.9676255860119,127.007391600381,0.818612335006797,0.508228847838832,0.571330533911987,-0.0631016860731552
"4075",0.629651035144509,0.993372721935107,208.724187296786,2.09435475171812,119.258032890813,0.694128986702865,0.422641381181577,0.485698308229053,-0.0630569270474755
"3930",0.624732093784803,0.99949832305907,174.445081192083,1.51856539656958,127.547137961234,0.728516609206153,0.41941837325265,0.482376069744404,-0.0629576964917543
"2371",0.666063844339963,0.995370955883394,66.8898696981207,1.84030690743191,141.325927825663,0.752424760905259,0.447333746233902,0.510291412150611,-0.0629576659167094
"2617",0.641384047300217,0.997828390151217,211.928920828865,2.02963052225825,148.441840773431,0.644225690172635,0.430702832149265,0.493622750029447,-0.0629199178801818
"4269",0.634189927619893,0.992945707399253,149.999106597082,2.05894670778935,145.80146607433,0.68853804185223,0.425948175804346,0.488763862818283,-0.0628156870139372
"2394",0.633269064230308,0.997402672197773,212.682855275526,1.79830530978944,114.274424142893,0.670776233365368,0.425340308813133,0.488141914401284,-0.0628016055881507
"1862",0.654593639911771,0.991543065417828,217.481104090858,1.61964124311705,115.9521225368,0.649104609886227,0.439780618196653,0.502544469914162,-0.062763851717509
"3415",0.63098908260204,0.996767588019953,135.800494374683,1.42069178103661,116.867939621068,0.747454379123815,0.42384157379396,0.48660202153495,-0.0627604477409905
"3426",0.633286837657188,0.997927029895239,220.120572145381,1.69552741712595,121.239013013477,0.723978814652277,0.425430625136056,0.488153918521371,-0.062723293385315
"3053",0.628753113292672,1.00375973325283,145.77276541514,1.78897582545162,124.576922120042,0.719055648635223,0.422461529591503,0.485091854458976,-0.0626303248674734
"3430",0.631220096625473,0.990511404408704,156.819516602698,1.54930724376983,121.899165488332,0.708095407261037,0.424145477933514,0.486758047724941,-0.0626125697914272
"3151",0.626717365256125,1.00433456523896,186.114638510764,1.72234288840963,118.978903960113,0.732063149590558,0.421114289302886,0.48371691624006,-0.0626026269371741
"4016",0.632031680308882,0.99034220423429,152.849221553635,1.72453117700222,117.910017898074,0.757647388427065,0.424767593065876,0.487306188950738,-0.0625385958848624
"3820",0.643502555300411,1.00658985735806,117.983288070346,1.56580385322133,152.599609408373,0.709626838959243,0.432522623411494,0.495053584083688,-0.0625309606721939
"4262",0.626272747631314,1.0002043977559,185.289780158236,2.0003840688442,133.697298009149,0.702136456596911,0.421001329264779,0.483416622807778,-0.0624152935429994
"3815",0.627523118507402,0.990742115438988,153.336114888704,1.50138600823598,144.477336922546,0.729852005783157,0.421875535751416,0.484261119609194,-0.0623855838577784
"3863",0.624589969078581,0.991168735320673,159.752598149342,1.75407443596195,131.642009272846,0.720426247641629,0.419910024250249,0.482280079137056,-0.0623700548868065
"4029",0.626363717003572,0.996987291468238,160.808109553147,1.67331430236721,138.694137407646,0.707843959757219,0.421155149426171,0.483478063253464,-0.0623229138272927
"3903",0.63222342756736,0.991304815375266,121.833333115006,1.42462731200582,128.890046939056,0.750517981009968,0.425163648589344,0.487435694483506,-0.0622720458941616
"3191",0.637557947069419,0.992430054543355,125.450931359653,1.97066385472425,147.526211804881,0.707018398383537,0.428798224372095,0.491038613219644,-0.0622403888475486
"3919",0.624769570890811,1.0020611596139,178.630581403452,1.66821385630836,123.432038546093,0.703546465127615,0.420187734485898,0.482401381671253,-0.0622136471853559
"3643",0.625028059779651,1.00972627500063,188.405992341289,1.85061769448165,120.438811585089,0.702335806123749,0.420413915955374,0.482575964304296,-0.0621620483489221
"3875",0.627523266750954,0.999860068773424,153.336113508242,1.67774249918412,133.312519189905,0.707936843535878,0.422109947189747,0.484261219732452,-0.0621512725427047
"3030",0.62459517612979,0.994582046642857,188.538418085643,1.89292825086726,117.777282926647,0.708953736342526,0.420142324428223,0.482283595964083,-0.0621412715358592
"4099",0.628914642228641,1.00542365761961,145.055683885403,1.58421828826628,131.861855889649,0.714425490265476,0.423192633054053,0.485200950625858,-0.0620083175718048
"2185",0.637635251461681,0.992196351945869,249.487939198574,1.89478804731278,106.140078208733,0.696480622847733,0.429164328342789,0.491090824378148,-0.0619264960353586
"4292",0.624561994632191,0.990060875529039,218.161272723625,1.9082108129388,119.551486096982,0.700344685156023,0.420403904522005,0.482261185278482,-0.0618572807564769
"4053",0.636375890610661,0.999427479145324,106.812503698628,1.68887768224143,135.508977742412,0.751250323625886,0.428437149770383,0.490240255774182,-0.0618031060037982
"3090",0.623534627684501,0.999993519958379,163.220246311085,1.574623198875,121.98821198735,0.726344677243967,0.419798299732729,0.481567304672498,-0.0617690049397686
"2109",0.709874659277608,1.00140334478287,228.936522083732,2.45134075663416,138.194276679255,0.700604859813503,0.478119077689582,0.539881107328104,-0.061762029638522
"3500",0.628360751392933,0.999515916806228,188.008423262402,2.00435011784265,111.936455381709,0.704230424309939,0.423120544380335,0.484826854389266,-0.0617063100089306
"4102",0.635470045812274,0.993318793887433,244.582831512369,1.86236439020418,125.573947127626,0.695745156264341,0.427939759176367,0.489628450869376,-0.0616886916930086
"2397",0.661270849594039,0.996809087249803,269.377316906612,1.9911391088013,122.186716011553,0.662056770070415,0.445476987562724,0.507054237637399,-0.0615772500746752
"4255",0.623281640290817,0.99956393749933,206.773184744417,1.66554755934225,125.976730127767,0.699642641937386,0.41983474742749,0.481396437733056,-0.0615616903055655
"2251",0.632777488231557,0.991533850095009,185.542824717208,1.84030465245733,131.509540326449,0.66580561997015,0.426272577610522,0.487809905421758,-0.0615373278112368
"3019",0.62606090892434,1.00404807830783,204.527452581559,1.67708812276362,110.169307190269,0.724549246505575,0.421742328095208,0.483273547569962,-0.0615312194747541
"2278",0.647466300649139,0.995217498032925,151.924488907508,1.26989324081401,121.108987336882,0.800326708674382,0.436240912077759,0.497730686000121,-0.0614897739223617
"3630",0.629388879872498,1.00123543636972,210.530603811621,2.18006398898274,133.999334264203,0.673730683923922,0.424058231426519,0.485521249331632,-0.0614630179051126
"4038",0.656425339350623,0.991462833207509,94.2587453644881,1.80648834177945,158.086620642071,0.707336622118015,0.442345607101564,0.503781594312088,-0.0614359872105243
"3983",0.632688866687123,0.995916338460304,160.696532136699,1.68887992592899,136.063683320727,0.758911802002326,0.426520754687336,0.48775005069206,-0.061229296004724
"3800",0.630253661411184,1.00071324007215,135.88131094072,1.50640855753856,132.093349957241,0.721231269401437,0.424893038310599,0.486105320231962,-0.0612122819213628
"2464",0.627670505797274,0.99378565551728,223.648894792903,1.79830712881253,133.392415651556,0.67077889206915,0.423184015883242,0.484360664550017,-0.0611766486667745
"2177",0.66933227686298,1.00843840568493,197.500563897957,2.51067066216259,164.240779326004,0.605201858670927,0.451371762645452,0.512498901835565,-0.0611271391901132
"3647",0.623859772030793,0.996648324886023,160.749563339324,1.72046131108379,128.860630495428,0.710045227120394,0.420707827816099,0.481786906204886,-0.0610790783887871
"4017",0.631046056140148,1.00508518976555,129.466110555737,1.93221430748502,138.363638329197,0.728177722721474,0.425585396042962,0.48664050129453,-0.0610551052515677
"2188",0.679328325933994,0.998396905274203,224.28297291069,2.14292582642772,116.137983287526,0.734444779657487,0.458228006361431,0.519250203892181,-0.0610221975307504
"2595",0.669448450775684,0.997298352628797,261.160128340432,1.79458778325522,114.818761626526,0.70432706108203,0.451624757598213,0.51257736535352,-0.0609526077553077
