"","f","e","d","tau_q","tau_s","v_s","loglik"
"1",0.803148665418848,1.00235088707693,512.932904611807,3.10821306984872,68.7151610525325,0.54838237168733,-889.952248032801
"2",0.803148665418848,1.00235088707693,512.932904611807,3.10821306984872,68.7151610525325,0.54838237168733,-889.952248032801
"3",1.28951273930725,1.00987585053593,108.361168729607,1.28750441316515,350.369592374773,0.135709315654822,-3276.6399476796
"4",1.00822752914391,0.994266292812303,324.522566061933,7.18522466765717,933.681055327412,0.00762369325384498,-1283.6807441497
"5",0.924099880969152,0.9911870138878,171.937114349566,5.97881982149556,446.466499206843,0.600745821022429,-731.780128702468
"6",1.34309664107859,0.997059955540579,396.536942804232,8.62854053080082,271.788193261484,0.8902795443777,-2836.27061590955
"7",0.625741511280648,1.00451339888386,490.133122424595,4.15166804660112,560.266398388194,0.382381497230381,-533.36143858737
"8",0.762632386875339,0.992367532229517,53.4189484664239,2.22742326022126,161.767912456417,0.724662573775277,-375.569646748163
"9",0.598837772244588,1.00168136264803,201.54206197476,6.7914488944225,797.914162329049,0.416879743547179,-560.121351648144
"10",1.47826041488443,1.00762308392627,427.428279013839,0.168231595307589,700.485335304053,0.247795128496364,-2872.89230412285
"11",1.14499914103653,0.998333027014975,296.559188363608,9.53433773899451,836.202876674593,0.947750324150547,-2485.75561707981
"12",0.803147777443633,1.00234966912444,311.899623255557,3.10821319229462,68.7151614317785,0.548382277176441,-643.260265773999
"13",0.9070267604714,0.999877985605122,273.971726131195,1.74605150660326,53.0450640593123,0.510465611761881,-839.610064786449
"14",0.773635890389148,0.994267427379415,324.522565083936,7.18522630226468,933.681055703173,0.00762409976086384,-1044.42067054167
"15",0.924099291901914,1.00071024936197,154.556324652538,5.97882111421299,446.46649929242,0.600745662411761,-713.946605865404
"16",1.43359944118991,0.992308532792899,468.032407498845,8.16899872978795,288.407121402302,0.799937149887245,-3069.08357752652
"17",0.836212732362507,1.00956744891388,465.437117184167,0.0917719276912772,732.102973022218,0.27681881750969,-2378.50956357001
"18",0.762632943911659,0.995709223029859,53.4189487324046,3.31454850923226,585.68463631775,0.826568013499958,-716.388075226553
"19",0.598837387532051,1.00569026711857,64.5998207994197,4.00005842132437,736.468205417684,0.16322767480792,-2351.83966337626
"20",1.38380275729746,0.997879434961344,470.150613608067,1.89826924525754,515.078465917753,0.545527861020049,-2647.60107937596
"21",1.1865695956801,0.99104247974845,508.505866418565,5.16269658137163,836.202876928296,0.469856722587418,-2295.13776570853
"22",0.817434340655133,1.00311273375949,497.560776073484,0.743755225482437,310.113394562242,0.106404997989384,-2160.20152941028
"23",0.90702690803553,0.999877801870493,273.971724715312,0.0732323554321446,53.04506669373,0.510465280533766,-1538.20374611497
"24",1.44139844433206,0.990465004245448,506.868885267062,2.29204593856921,650.845358752159,0.136273141895743,-2491.11059552119
"25",0.924099467820241,1.00070897381407,422.156045915279,5.97882287215682,171.675970946173,0.723936334237997,-1439.81863815714
"26",1.23989741670222,0.99269687018838,507.644009247191,9.43081605119758,622.170520815524,0.481402282958855,-2502.87794685344
