"","f","e","d","tau_q","tau_s","v_s"
"1",0.694868377407193,1.62184857851346,0.000742784078634068,0.00732534036267696,6.89196159541801e-05,0.184229027583558
"2",0.785803924550329,0.972999808864003,0.000956683743265526,0.00835378639942764,6.2219202157389e-05,0.0472297836937327
"3",0.529406738484614,0.75105548624865,0.00105648435112188,0.00806130877305656,-2.81767042106382e-05,0.00126620880443707
"4",0.777968656115621,0.97859551612892,0.00109930204455068,0.00631488358738269,0.000104105973082379,0.203664466951997
"5",0.597441262711642,1.11566580541485,0.00112458881976224,0.00476690951975615,-0.00014028842232435,-0.00953105844220607
"6",0.837033185868271,1.02323469196043,0.000625437795793236,0.00515638322246082,-2.45125487473096e-05,0.0400389277277069
"7",0.59393750132,1.20266767276558,0.00202250171754593,0.00382486589611923,0.000116995312526874,0.100006180556067
"8",0.262157755718484,0.0913606746292417,-0.000115523825417898,-0.0320614705331064,-3.86418020730265e-05,-0.603107837348923
"9",0.719853230590062,1.05958700791252,0.00145491748606294,0.00751467468785334,0.000120999001217,0.206218251913203
"10",0.906069397050763,1.29163096790808,0.000839628028946297,0.00769120694973359,0.000128907206219488,0.222368365381521
"11",0.442671546788455,0.554460894156416,-2.38897152835988e-05,0.00508102011838973,-0.00229361306881721,-0.0307803468815346
"12",0.445822037668931,2.03173102893222,0.00069461585684546,0.00740450759018987,0.00019507219983285,0.19424385266361
"13",0.677849905000481,1.08949493928426,0.00130023152869791,0.00633916889795728,4.82932744803173e-05,0.0209861364391455
"14",-1.14160398364586,-0.366337980330912,-0.00062962144477573,-0.0617391592138149,-0.00101368582123636,-0.987062995754722
"15",0.963515005526933,1.08669198696809,0.000848344990701246,0.00970172625649345,0.000136710216119191,0.184603161640616
"16",0.523102235898844,1.91608714504726,0.00061144341775692,0.00395029120470475,0.000133319528388639,0.107968950998853
"17",0.744223586929434,0.708113901221848,0.000336246891575194,0.00415537161612397,-0.00015479565017026,-0.153136447962369
"18",0.704469861503521,0.697763480695733,0.00032652784093226,0.00310320112653042,-2.15227793526676e-05,-0.212241006152806
"19",0.665857626276543,1.29674349659801,0.00106982365022414,0.00481884727940328,6.88683344631972e-06,0.0388198001510737
"20",0.854477059972623,0.290341639772208,0.00017041048951643,0.0123203356541045,0.000160973250355711,0.198721030181096
"21",0.705769579725565,0.672142675205059,0.000508493857459292,0.00663454757706095,-7.47976857563413e-05,-0.0592464996490188
"22",0.44679905058381,0.879328010868639,0.00109223946935339,0.00404475000748107,-0.000559398979427934,-0.161775461910773
"23",-0.480286209234082,-0.193569904651549,-0.000656090106375309,0.00335673432058912,-0.000465238036679278,-0.423634945444537
"24",0.70306367340343,1.6076300321233,0.000646653948753122,0.0056704267946163,9.17084162284687e-05,0.185178607997831
"25",0.334511368410325,0.32750741953717,-0.000536996395247471,-0.00560700855236126,-0.00058383532902519,-0.531719425455557
"26",0.463351420944739,1.96826953728153,0.000673984874844838,0.00639939223815916,0.000160492661813744,0.200626811824649
"27",0.671751498110746,1.33595562092154,0.00109977424619351,0.004043046036285,0.000129581729119427,0.192445981922491
"28",0.685943594460873,0.441962114683085,0.000446676960148576,0.0154944077719855,0.000142379110891221,0.178945407930803
"29",0.564524597877953,1.10697477909129,0.00212397989991178,0.00876735886642712,0.00012405952180386,0.139936581762674
"30",0.899246211568265,0.571513536796691,0.000168609962487504,0.00437029025407407,-0.00032483798053501,-0.0863296925587997
"31",0.86270450279527,0.898384339615891,0.000856521251638781,0.00804184456503399,6.13855002858731e-05,0.180217919748906
"32",0.366927712980854,0.113198529016656,-0.000477241420315472,0.00154228935157022,-0.00279987716312227,-0.0581970099872072
"33",1.03149656236083,1.17289348850587,0.000773446034780501,0.00985932464808119,0.000192618465320003,0.244220250404575
"34",0.913043914568864,1.16252747024847,0.00087161989714613,0.00655038918920863,0.000154533856580453,0.165588535378748
"35",0.82040088910852,1.42500264205323,0.000839849237077459,0.00720985757267006,0.000112345467462364,0.166349209402496
"36",0.360872086980383,0.178810787499728,4.50844480762589e-05,-0.0154629236147058,0.000131294546994798,-0.361046623282456
