"V1","V2","V3","V4","V5","V6"
0.204658863390828,0.36331539471357,0.00061549677792578,0.00352419108324525,6.25589796771076e-05,0.792414307245378
0.443503111762222,0.453131904554204,0.000367896105519477,0.00339863196871118,8.53562111505224e-05,0.549786410553032
0.536937109673064,0.581679734101836,0.000361164939437814,0.00713287013755424,0.000118434406441714,0.404230511596992
0.40491579097468,0.440048547600824,0.000270451878222769,0.00553965514254224,7.43739963296464e-05,0.663438803420272
0.287799345028983,0.555381368172458,0.000421916414240973,0.00668252935067036,3.92333551715862e-05,0.430653014952635
0.396777217578359,0.462297713998971,0.000562016922657703,0.012719382482659,6.97884494818557e-05,0.98169552104436
0.275330440693278,0.534563804444054,0.000396226595429055,0.00333690093794787,3.63652812931936e-05,0.220042252907504
0.511363580502078,0.256482092453325,0.00026262711039861,0.014339849539548,8.43219066126721e-05,1.07520505693663
0.250659511570328,0.39707646581899,0.000212024751961819,0.00152209308062241,6.41841230455964e-05,0.455042446756426
0.41319465617029,0.552844748757941,0.000524080732947471,0.00728391493565184,4.18803408869239e-05,0.530500254347643
0.371428816425823,0.364989284129535,0.000495310889398708,0.00250715260076616,0.000153698547614156,0.727729581121809
0.235111382435038,0.576613974956341,0.00054083396821003,0.00438318223018795,2.18718428035558e-05,0.325594733615227
0.314146959767836,0.479423390820077,0.000890927939756203,0.00931017272213072,0.000130953127999711,0.86838597741871
0.305160772026136,0.109756345845202,0.000122727812382603,0.0165974641543252,9.46103012502975e-05,1.19862063604111
0.487842580597642,0.588931881206899,0.000902403615511891,0.0218239121455418,7.76287143122723e-05,0.997583356584138
0.242720616440151,0.549379549019679,0.000438823619115196,0.00630106978657555,2.36651211418804e-05,0.421618529422574
0.509594575759387,0.448555048160326,0.000531328369340096,0.00909329319382606,9.84335478418363e-05,0.858397556665243
0.359788991987076,0.291047415834633,0.000309201067039133,0.000766032106953267,0.000133805238163032,0.993594755786346
0.264893851664727,0.531621389243674,0.00051798387889728,0.00494649609701041,4.70877322328311e-05,0.473854999057573
0.311844667019168,0.115966047598004,9.71560232456068e-05,0.00165195557392092,8.37323877844742e-05,1.04983434466854
0.499515629199809,0.356929506284409,0.000332231165515015,0.00355932797901914,0.000150034374973851,0.871178032898119
0.329690227154344,0.604911611690184,0.00125352253207898,0.0164522632842675,0.000179435687519547,0.853820626400825
0.047399124420977,0.107926202419506,0.000257275090244567,0.0237675397011091,0.000251720285146528,1.04775225391688
0.253677486855564,0.470275456243562,0.00046927096818258,0.00428240288230519,3.74774935210653e-05,0.526296983890025
0.665524669559714,0.448863340718475,0.000379232711608271,0.010879171686692,0.000158478156238318,0.958674729338119
0.233670259740526,0.62089518149122,0.000605485756000057,0.0121345099549483,3.06576177486195e-05,0.60477744996031
0.230595433033942,0.454709190855773,0.000253407766145511,0.00533201081382677,2.59103990499221e-05,0.476849267908956
0.551114142762765,0.234142241872792,0.000175823864480483,0.00240741932817328,0.000200626725392616,0.859579267116957
0.30628490649387,0.720274749177462,0.000860569675888355,0.0100289428866291,0.000109374890813752,0.470248806505591
0.363782196767248,0.214458710456888,0.000229241732913848,0.00118088332287262,9.95396691017003e-05,1.07269404678867
0.430329053285883,0.442238160369701,0.000601019116081807,0.0121758729931809,0.000108276446807165,1.06997807442684
0.693127491467882,0.260896004244948,0.000161389702922423,0.0156808115427319,0.000106757567742977,1.15987361006079
0.318556868647013,0.345438181670321,0.00031504197331841,0.00283698510413924,6.30904852208514e-05,0.784394732888938
0.420025520646572,0.556673914298144,0.00031901225807334,0.00630859864379575,3.49444249647668e-05,0.439334949290752
0.275532855824601,0.486640540919847,0.000318536820774286,0.00366089385155683,3.26429558189512e-05,0.405275730101332
0.546448641771669,0.191302496677092,0.000120766013506873,0.00984546307385743,0.000113869175705217,1.09304955952701
0.309077477873565,0.154530972129585,0.000213871526996304,0.0109495661628132,0.000124809130144787,1.18696063225639
0.4749099056367,0.279572699546371,0.000352628662546119,0.0129421737790228,0.000147716135419362,1.07305250410805
0.178960714100063,0.407172841887515,0.000301163139861314,0.00160888587817455,6.30491455960724e-05,0.275247795204307
0.205509144282079,0.470904243321523,0.000746369789147597,0.00656110547733338,5.28621274975549e-05,0.73591776928635
0.535210161637378,0.542521122415262,0.000688320200237236,0.0128320294740763,7.94567583783934e-05,0.81102626084221
0.250143027131777,0.534185138567622,0.000411802979240404,0.00469736483171041,2.05912588507884e-05,0.30116734819341
0.218553013408007,0.50007370905325,0.000397295414931799,0.00660032077025109,3.20800683892286e-05,0.563533681211907
0.176074008325644,0.390665201077666,0.000429260621518221,0.00230688828611087,5.17349982881443e-05,0.688244327214556
0.245959964566556,0.569664220739785,0.000435179027651651,0.00585169553114971,1.41568481631937e-05,0.29046749477161
0.241935003677529,0.544789798218037,0.000611523541544605,0.0101049778581227,4.51249042188184e-05,0.706983780022578
0.314906091360978,0.557018328850578,0.00110821742584921,0.00778486760341249,7.8048394935859e-05,0.578342458716167
0.495782683190837,0.206327919693994,0.000188728159049895,0.0145667081121102,0.000120986686918956,1.41955796978769
0.32415261021379,0.322853047129978,0.000329066888078116,0.000895706290566472,0.000116994889233502,0.963254967104957
0.279276590290367,0.355430473386597,0.000305705872514851,0.002867245823625,5.71094639828518e-05,0.727190607197059
0.231721809151875,0.146378007603864,0.000290228161275203,0.0140524627282154,0.000301665037727439,1.1348581080021
0.224828956462142,0.410921750626513,0.000313075901019794,0.00071330888180248,0.000152388274068938,0.591786846163937
0.591349664518237,0.25316005508591,0.000156062273964126,0.00646973426340506,9.30061104062463e-05,0.980300732652169
0.547489368667442,0.229164835330309,0.000215231987616653,0.0129731666403161,0.000170527997898906,1.12648074030626
0.467279508015173,0.517094125129791,0.000509836035773275,0.00546381937011858,0.000125231250462654,0.514414612344064
0.736834779762052,0.501891965098977,0.000292662393655948,0.00686878462663465,0.00011321691378019,0.605139189343203
0.512225575565184,0.327143794331963,0.000229570371005191,0.000453049086500203,0.000159998536373995,0.642906054286
0.304340470744791,0.422258293275579,0.000465023912205836,0.00307574133749457,6.69685091062022e-05,0.576834938566713
0.160206307449062,0.308706245399914,0.000580915036997785,0.00191739536565499,6.82742541890935e-05,0.975075244358248
0.469723199720828,0.679716285589826,0.00141327529308288,0.0275973952488874,0.000148756940199224,0.94126829470742
0.722094423031283,0.344185611012015,0.000287154126829162,0.0200526963981381,7.35856874378715e-05,1.06130505862131
0.345633944780488,0.599964999237201,0.000369463176900072,0.00816496872256346,2.7256167441092e-05,0.391429269112435
0.242581606477721,0.543025407195862,0.000386534054075405,0.00701898109380293,1.50319632755136e-05,0.341541751965509
0.854585730760693,0.417446001543808,0.000308189853738737,0.0202656366924244,0.000132714100731235,1.04185451056393
0.36502756554091,0.1261750579018,8.96502226328215e-05,0.00309921106397429,8.49425375468171e-05,1.17534350529969
